date,open,high,low,close,adjusted_close,volume,warning,Stock
2025-04-09,488.0,525.0,488.0,525.0,525.0,2600.0,Data is limited by one year as you have free subscription,APLI
2025-04-09,79.0,81.0,78.0,81.0,81.0,6177400.0,Data is limited by one year as you have free subscription,APLN
2025-04-09,250.0,262.0,244.0,256.0,252.3251,2953400.0,Data is limited by one year as you have free subscription,ARCI
2025-04-09,1640.0,1695.0,1605.0,1650.0,1650.0,86056100.0,Data is limited by one year as you have free subscription,ARDO
2025-04-09,378.0,390.0,336.0,360.0,360.0,3901400.0,Data is limited by one year as you have free subscription,AREA
2025-04-09,675.0,685.0,630.0,665.0,665.0,8300.0,Data is limited by one year as you have free subscription,ARGO
2025-04-09,210.0,210.0,208.0,208.0,208.0,106100.0,Data is limited by one year as you have free subscription,ARII
2025-04-09,17.0,17.0,16.0,16.0,16.0,201900.0,Data is limited by one year as you have free subscription,ARKA
2025-04-09,830.0,845.0,815.0,815.0,815.0,81800.0,Data is limited by one year as you have free subscription,ARKO
2025-04-09,50.0,50.0,50.0,50.0,50.0,0.0,Data is limited by one year as you have free subscription,ARMY
2025-04-09,620.0,630.0,600.0,615.0,575.5299,1963000.0,Data is limited by one year as you have free subscription,ARNA
2025-04-09,2180.0,2210.0,2180.0,2210.0,2178.1031,72400.0,Data is limited by one year as you have free subscription,ARTA
2025-04-09,2.0,2.0,2.0,2.0,2.0,0.0,Data is limited by one year as you have free subscription,ARTI
2025-04-09,1260.0,1315.0,1235.0,1280.0,1280.0,6748500.0,Data is limited by one year as you have free subscription,ARTO
2025-04-09,408.0,408.0,370.0,408.0,404.6,3300.0,Data is limited by one year as you have free subscription,ASBI
2025-04-09,458.0,458.0,454.0,456.0,418.9268,51700.0,Data is limited by one year as you have free subscription,ASDM
2025-04-09,790.0,790.0,780.0,780.0,716.3403,163700.0,Data is limited by one year as you have free subscription,ASGR
2025-04-09,10.0,11.0,10.0,11.0,11.0,5438300.0,Data is limited by one year as you have free subscription,ASHA
2025-04-09,4480.0,4660.0,4470.0,4620.0,4255.3342,46086300.0,Data is limited by one year as you have free subscription,ASII
2025-04-09,97.0,97.0,97.0,97.0,97.0,9900.0,Data is limited by one year as you have free subscription,ASJT
2025-04-09,63.0,64.0,61.0,61.0,60.0469,1279600.0,Data is limited by one year as you have free subscription,ASLC
2025-04-09,50.0,50.0,50.0,50.0,50.0,384300.0,Data is limited by one year as you have free subscription,ASLI
2025-04-09,11.0,11.0,11.0,11.0,11.0,122600.0,Data is limited by one year as you have free subscription,ASMI
