symbol,company_name_th,sector,roe,pe_ratio,de_ratio
STECON,บริษัท สเตคอน กรุ๊ป จำกัด (มหาชน),Industrials,11.159000500000001,9.769231,55.033
NEO,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน),Consumer Defensive,11.1549996,10.331754,53.105
VIH,บริษัท ศรีวิชัยเวชวิวัฒน์ จำกัด (มหาชน),Healthcare,11.0649996,14.000001,1.864
GPI,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Communication Services,11.06,11.785714,1.844
PMC,บริษัท พีเอ็มซี เลเบิล แมททีเรียลส์ จำกัด (มหาชน),Consumer Cyclical,11.033,5.0588236,47.58
KTB,ธนาคารกรุงไทย จำกัด (มหาชน),Financial Services,11.021,10.30303,
BWG,บริษัท เบตเตอร์ เวิลด์ กรีน จำกัด (มหาชน),Industrials,11.01,4.2857146,28.891
CRD,บริษัท เชียงใหม่ริมดอย จำกัด (มหาชน),Industrials,10.940999999999999,7.0,29.861
UTP,บริษัท ยูไนเต็ด เปเปอร์ จำกัด (มหาชน),Basic Materials,10.771,9.506172,0.098
JPARK,บริษัท เจนก้องไกล จำกัด (มหาชน),Industrials,10.732,14.952382,18.027
S11,บริษัท เอส 11 กรุ๊ป จำกัด (มหาชน),Financial Services,10.6680006,6.451613,70.987
D,บริษัท เดนทัล คอร์ปอเรชั่น จำกัด (มหาชน),Healthcare,10.647,16.222221,38.014
PCSGH,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),Consumer Cyclical,10.641,8.27027,3.602
SEAFCO,บริษัท ซีฟโก้ จำกัด (มหาชน),Industrials,10.629,51.199997,15.925
BIOTEC,บริษัท ไบโอ กรีน เอ็นเนอร์ยี่ เทค จำกัด (มหาชน),Basic Materials,10.615,4.75,50.069
LH,บริษัทแลนด์แอนด์เฮ้าส์ จำกัด (มหาชน),Real Estate,10.6070004,8.893617,147.873
III,บริษัท ทริพเพิล ไอ โลจิสติกส์ จำกัด (มหาชน),Industrials,10.571,7.8076925,16.668
PTG,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),Consumer Cyclical,10.5399996,17.818182,283.957
EFORL,บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),Healthcare,10.5340004,14.0,50.181
CRC,บริษัท เซ็นทรัล รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,10.5340004,17.391304,204.198
TMD,บริษัท อุตสาหกรรมถังโลหะไทย จำกัด (มหาชน),Consumer Cyclical,10.497,11.538462,
RPH,บริษัท โรงพยาบาลราชพฤกษ์ จำกัด (มหาชน),Healthcare,10.488,15.151515,0.192
BLC,บริษัท บางกอกแล็ป แอนด์ คอสเมติค จำกัด (มหาชน),Consumer Defensive,10.477000499999999,13.4482765,13.301
EKH,บริษัท เอกชัยการแพทย์ จำกัด (มหาชน),Healthcare,10.474,16.999998,3.238
HUMAN,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),Technology,10.439,12.380952,
PMTA,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน),Basic Materials,10.424,6.280488,47.746
TU,บริษัท ไทยยูเนี่ยน กรุ๊ป จำกัด (มหาชน),Consumer Defensive,10.416,10.17094,149.423
AS,บริษัท แอสเฟียร์ อินโนเวชั่นส์ จำกัด (มหาชน),Communication Services,10.413,10.5,4.835
TRU,บริษัท ไทยรุ่งยูเนียนคาร์ จำกัด (มหาชน),Consumer Cyclical,10.413,6.5,0.351
MJLF,กองทุนรวมสิทธิการเช่าอสังหาฯ เมเจอร์ ซีนีเพล็กซ์ ไลฟ์สไตส์,,10.38,3.741007,0.699
BEM,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),Industrials,10.378,23.269232,303.834
ARROW,บริษัท แอร์โรว์ ซินดิเคท จำกัด (มหาชน),Industrials,10.3360005,10.490196,14.436
ATP30,บริษัท เอทีพี 30 จำกัด (มหาชน),Industrials,10.311,10.222222,85.152
BKIH,บริษัท บีเคไอ โฮลดิ้งส์ จำกัด (มหาชน),Financial Services,10.311,12.144803,2.904
INET,บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน),Technology,10.2690004,6.758621,206.109
SAMART,บริษัท สามารถคอร์ปอเรชั่น จำกัด (มหาชน),Technology,10.263,13.510638,73.497
UP,บริษัท ยูเนี่ยนพลาสติก จำกัด (มหาชน),Consumer Cyclical,10.237,9.747899,0.186
CHG,บริษัท โรงพยาบาลจุฬารัตน์ จำกัด (มหาชน),Healthcare,10.227,22.857143,8.298
PROUD,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),Real Estate,10.177,8.583333,217.656
BCH,บริษัท บางกอก เชน ฮอสปิทอล จำกัด (มหาชน),Healthcare,10.158000000000001,20.980392,8.255
VARO,บริษัท วโรปกรณ์ จำกัด (มหาชน),Basic Materials,10.149,4.795699,72.634
OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),Energy,10.147,14.042553,20.703
SSF,บริษัท สุรพลฟู้ดส์ จำกัด (มหาชน),Consumer Defensive,10.142,10.1,19.964
APCO,บริษัท เอเชียน ไฟย์โตซูติคอลส์ จำกัด (มหาชน),Consumer Defensive,10.109,30.888887,2.438
LST,บริษัท ล่ำสูง (ประเทศไทย) จำกัด (มหาชน),Consumer Defensive,10.098,7.4375005,22.515
MINT,บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Consumer Cyclical,10.034,18.68217,191.425
LHK,บริษัท โลหะกิจ เม็ททอล จำกัด (มหาชน),Basic Materials,10.023,12.592592,5.628
PB,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),Consumer Defensive,9.940999999999999,16.5529,0.176
NTV,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),Healthcare,9.924,13.526011,
AP,บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน),Real Estate,9.91,6.594203,74.381
NKT,บริษัท โรงพยาบาลนครธน จำกัด (มหาชน),Healthcare,9.899,11.351351,4.248
TCAP,บริษัท ทุนธนชาต จำกัด (มหาชน),Financial Services,9.837,8.185539,
LANNA,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน),Energy,9.814,9.55414,14.64
CK,บริษัท ช.การช่าง จำกัด (มหาชน),Industrials,9.8120004,10.559006,166.538
CPALL,บริษัท ซีพี ออลล์ จำกัด (มหาชน),Consumer Defensive,9.790000000000001,16.451612,133.418
SCCC,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),Basic Materials,9.751999999999999,12.83035,50.48
SCB,บริษัท เอสซีบี เอกซ์ จำกัด (มหาชน),Financial Services,9.678,10.123542,
KUMWEL,บริษัท คัมเวล คอร์ปอเรชั่น จำกัด (มหาชน),Industrials,9.659000500000001,8.846154,32.544
SPC,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),Consumer Defensive,9.618,7.1473155,0.105
AMA,บริษัท อาม่า มารีน จำกัด (มหาชน),Industrials,9.5699996,7.777777,32.434
LEE,บริษัท ลีพัฒนาผลิตภัณฑ์ จำกัด (มหาชน),Consumer Defensive,9.503,30.0,1.108
FTREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์เพื่ออุตสาหกรรม เฟรเซอร์ส พร็อพเพอร์ตี้,Real Estate,9.4849996,10.952381,40.469
TEKA,บริษัท ฑีฆาก่อสร้าง จำกัด (มหาชน),Industrials,9.405,9.25,6.171
ERW,บริษัท ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,9.386,18.235292,149.369
SYNTEC,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),Industrials,9.373,5.0857143,16.638
SNC,บริษัท เอส เอ็น ซี ฟอร์เมอร์ จำกัด (มหาชน),Technology,9.354999999999999,3.488372,67.752
KKP,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),Financial Services,9.297,10.704324,
MANRIN,บริษัท แมนดารินโฮเต็ล จำกัด (มหาชน),Consumer Cyclical,9.292,15.161291,32.677
EPG,บริษัท อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),Basic Materials,9.292,9.365853,38.756
MFEC,บริษัท เอ็ม เอฟ อี ซี จำกัด (มหาชน),Technology,9.284,11.037736,9.946
SVI,บริษัท เอสวีไอ จำกัด (มหาชน),Technology,9.267,22.272726,26.095
PPM,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),Industrials,9.245000000000001,5.1538463,60.738
AKP,บริษัท อัคคีปราการ จำกัด (มหาชน),Industrials,9.244,4.733333,4.361
HTECH,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),Industrials,9.208999599999999,6.95,6.83
PANEL,บริษัท เพเนเล่ส์มาติก โซลูชั่นส์ จำกัด (มหาชน),Industrials,9.167,10.076923,2.352
SONIC,บริษัท โซนิค อินเตอร์เฟรท จำกัด (มหาชน),Industrials,9.16,8.6470585,17.295
STANLY,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (มหาชน),Consumer Cyclical,9.119,8.0239525,
ITNS,บริษัท อินเตอร์เนชั่นแนล เน็ตเวิร์ค ซิสเต็ม จำกัด (มหาชน),Technology,9.060001,9.526316,4.286
NNCL,บริษัท นวนคร จำกัด (มหาชน),Utilities,9.048,10.266666,2.746
UKEM,บริษัท ยูเนี่ยน ปิโตรเคมีคอล จำกัด (มหาชน),Basic Materials,9.0270005,10.166667,86.645
CKP,บริษัท ซีเค พาวเวอร์ จำกัด (มหาชน),Utilities,9.017,7.117647,75.103
CENTEL,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),Consumer Cyclical,9.017,25.168919,140.611
ALLA,บริษัท ออลล่า จำกัด (มหาชน),Industrials,8.9779995,8.714286,1.001
STECH,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),Basic Materials,8.9490004,5.4210525,69.62
RBF,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),Consumer Defensive,8.9379996,17.181818,3.984
UBA,บริษัท ยูทิลิตี้ บิสิเนส อัลลายแอนซ์ จำกัด (มหาชน),Industrials,8.931000000000001,10.599999,0.14
JCT,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน),Consumer Defensive,8.8970006,9.133042,
ORN,บริษัท อรสิริน โฮลดิ้ง จํากัด (มหาชน),Real Estate,8.8640004,5.642857,63.186
CCET,บริษัท แคล-คอมพ์ อีเล็คโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),Technology,8.849,25.0,74.002
BM,บริษัท บางกอกชีทเม็ททัล จำกัด (มหาชน),Industrials,8.842,8.0,40.691
SORKON,บริษัท ส. ขอนแก่นฟู้ดส์ จำกัด (มหาชน),Consumer Defensive,8.8240005,10.914286,101.229
ITTHI,บริษัท อิทธิฤทธิ์ ไนซ์ คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,8.7910004,11.25,11.739
SK,บริษัท ศิรกร จำกัด (มหาชน),Basic Materials,8.7340005,6.8750005,1.099
BIS,บริษัท ไบโอซายน์ แอนิมัล เฮลธ์ จำกัด (มหาชน),Consumer Defensive,8.723,9.333334,0.824
GTB,บริษัท เจตาแบค จำกัด (มหาชน),Industrials,8.688,8.75,3.717
NEW,บริษัท วัฒนาการแพทย์ จำกัด (มหาชน),Healthcare,8.652999999999999,28.5877,5.104
TKS,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),Industrials,8.636000000000001,11.964285,15.404
LOXLEY,บริษัท ล็อกซเล่ย์ จำกัด (มหาชน),Industrials,8.6260006,16.999998,36.592
ADB,บริษัท แอ็พพลาย ดีบี จำกัด (มหาชน),Basic Materials,8.607,14.5,27.574
SAT,บริษัท สมบูรณ์ แอ๊ดวานซ์ เทคโนโลยี จำกัด (มหาชน),Consumer Cyclical,8.605,9.5348835,0.78
HYDROGEN,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,Real Estate,8.591999999999999,10.8,46.289
JAK,บริษัท จักรไพศาล เอสเตท จำกัด (มหาชน),Real Estate,8.575000000000001,8.888888,36.593
CTARAF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์โรงแรมและรีสอร์ทในเครือฯ,,8.569,13.222222,
TTB,ธนาคารทหารไทยธนชาต จำกัด (มหาชน),Financial Services,8.564,10.545454,
SE,บริษัท สยามอีสต์ โซลูชั่น จำกัด (มหาชน),Industrials,8.556999999999999,8.0,1.818
BRR,บริษัท น้ำตาลบุรีรัมย์ จำกัด (มหาชน),Consumer Defensive,8.553000500000001,9.0,98.333
BAREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์สนามบินการบินกรุงเทพ,Real Estate,8.552,13.17647,40.01
KBANK,ธนาคารกสิกรไทย จำกัด (มหาชน),Financial Services,8.5439995,9.754902,
SFT,บริษัท ชริ้งเฟล็กซ์ (ประเทศไทย) จำกัด (มหาชน),Industrials,8.5389994,12.928571,18.137
TC,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน),Consumer Defensive,8.527,7.571429,8.515
KTMS,บริษัท เคที เมดิคอล เซอร์วิส จำกัด (มหาชน),Healthcare,8.4960006,15.307693,12.258
THREL,บริษัท ไทยรีประกันชีวิต จำกัด (มหาชน),Financial Services,8.4580004,10.0,1.567
FUTURERT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ฟิวเจอร์ซิตี้,Real Estate,8.437999999999999,,128.111
SVOA,บริษัท เอสวีโอเอ จำกัด (มหาชน),Technology,8.422,7.478261,104.333
EASON,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),Basic Materials,8.4180005,9.818182,2.164
BUI,บริษัท บางกอกสหประกันภัย จำกัด (มหาชน),Financial Services,8.3739996,6.875,4.192
THANI,บริษัท ราชธานีลิสซิ่ง จำกัด (มหาชน),Financial Services,8.366999999999999,12.066666,186.06
HL,บริษัท เฮลท์ลีด จำกัด (มหาชน),Healthcare,8.341999999999999,22.741936,31.582
TGE,บริษัท ท่าฉาง กรีน เอ็นเนอร์ยี่ จำกัด (มหาชน),Utilities,8.327,14.888888,16.495
TGH,บริษัท ไทยกรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Financial Services,8.245,9.40171,181.337
BVG,บริษัท บลูเวนเจอร์ กรุ๊ป จำกัด (มหาชน),Technology,8.207,12.214286,1.063
TTA,บริษัท โทรีเซนไทย เอเยนต์ซีส์ จำกัด (มหาชน),Industrials,8.201,4.047619,37.675
BBL,ธนาคารกรุงเทพ จำกัด (มหาชน),Financial Services,8.1879996,6.860055,
M,บริษัท เอ็มเค เรสโตรองต์ กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,8.184,18.083334,19.439
TOP,บริษัท ไทยออยล์ จำกัด (มหาชน),Energy,8.1499994,8.23124,69.274
ADD,บริษัท แอดเทค ฮับ จำกัด (มหาชน),Communication Services,8.135,25.25,1.14
PSGC,บริษัท พีเอสจี คอร์ปอเรชั่น จำกัด (มหาชน),Industrials,8.084,29.692308,0.947
SKR,บริษัท ศิครินทร์ จำกัด (มหาชน),Healthcare,8.0240004,22.5,8.492
BAY,ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน),Financial Services,8.0019996,6.235154,
SIRI,บริษัท แสนสิริ จำกัด (มหาชน),Real Estate,7.9750000000000005,7.0,144.285
AMATAR,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอมตะซัมมิทโกรท,Real Estate,7.9450004000000005,8.3125,23.599
SCAP,บริษัท ศรีสวัสดิ์ แคปปิตอล 1969 จำกัด (มหาชน),Financial Services,7.8950000000000005,7.666666,153.836
AGE,บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน),Energy,7.856000000000001,4.7083335,111.259
PIMO,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน),Industrials,7.829999999999999,9.454545,0.189
INETREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ไอเน็ต,Real Estate,7.822,7.102273,21.025
IHL,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน),Consumer Cyclical,7.6859996,6.9545455,128.926
GLOBAL,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),Consumer Cyclical,7.651,21.285713,43.398
ANI,บริษัท เอเชีย เน็ตเวิร์ค อินเตอร์เนชั่นแนล จำกัด (มหาชน),Industrials,7.614,9.032258,9.792
CPT,บริษัท ซีพีที ไดร์ แอนด์ เพาเวอร์ จำกัด (มหาชน),Industrials,7.613,12.5,
AYUD,บริษัท อลิอันซ์ อยุธยา แคปปิตอล จำกัด (มหาชน),Financial Services,7.602,13.718411,0.899
TATG,บริษัท ไทย ออโต ทูลส์ แอนด์ ดาย จำกัด (มหาชน),Consumer Cyclical,7.559,5.0,46.738
2S,บริษัท 2 เอส เมทัล จำกัด (มหาชน),Basic Materials,7.539,9.629629,0.5
HFT,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),Consumer Cyclical,7.534000000000001,10.195122,
TASCO,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน),Basic Materials,7.521,13.431373,26.574
WHAUP,บริษัท ดับบลิวเอชเอ ยูทิลิตี้ส์ แอนด์ พาวเวอร์ จำกัด (มหาชน),Utilities,7.513,17.428572,125.029
PREB,บริษัท พรีบิลท์ จำกัด (มหาชน),Industrials,7.457999999999999,15.538462,45.221
SPALI,บริษัท ศุภาลัย จำกัด (มหาชน),Real Estate,7.455,8.421053,69.339
MSC,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน),Technology,7.4399999999999995,15.851064,29.638
THIP,บริษัท ทานตะวันอุตสาหกรรม จำกัด (มหาชน),Consumer Cyclical,7.4200004,8.279571,24.019
MBAX,บริษัท มัลติแบกซ์ จำกัด (มหาชน),Consumer Cyclical,7.388999999999999,45.750004,130.386
MALEE,บริษัท มาลีกรุ๊ป จำกัด (มหาชน),Consumer Defensive,7.3709995,12.777777,54.692
GROREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ รอยัล ออคิด โฮสพีทาลิตี้ ที่มีข้อตกลงในการซื้อคืน,Real Estate,7.3389999999999995,9.814815,37.698
IMPACT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์อิมแพ็คโกรท,Real Estate,7.310999999999999,15.135135,23.062
SAFE,บริษัท เซฟ เฟอร์ทิลิตี้ กรุ๊ป จำกัด (มหาชน),Healthcare,7.282,15.853659,3.54
NAM,บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน),Healthcare,7.26,20.666666,24.533
TLI,บริษัท ไทยประกันชีวิต จำกัด (มหาชน),Financial Services,7.245,12.790697,
SUC,บริษัท สหยูเนี่ยน จำกัด (มหาชน),Industrials,7.237,4.8576217,1.765
ALLY,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ อัลไล,Real Estate,7.1490005,6.8750005,50.766
TIPCO,บริษัท ทิปโก้ฟูดส์ จำกัด (มหาชน),Consumer Defensive,7.12,13.181818,34.402
PTT,บริษัท ปตท. จำกัด (มหาชน),Energy,7.115,14.437984,59.656
MDX,บริษัท เอ็ม ดี เอ็กซ์ จำกัด (มหาชน),Real Estate,7.1080000000000005,3.1851852,4.093
MENA,บริษัท มีนาทรานสปอร์ต จำกัด (มหาชน),Industrials,7.098,8.444444,27.384
LHFG,บริษัท แอล เอช ไฟแนนซ์เชียล กรุ๊ป จำกัด (มหาชน),Financial Services,7.093999500000001,7.214286,
BTNC,บริษัท บูติคนิวซิตี้ จำกัด (มหาชน),Consumer Cyclical,7.085,,2.275
STX,บริษัท สโตนวัน จำกัด (มหาชน),Basic Materials,7.045,5.5,3.75
SSP,บริษัท เสริมสร้าง พาวเวอร์ คอร์ปอเรชั่น จำกัด (มหาชน),Utilities,7.026000000000001,6.5490193,219.856
PLT,บริษัท พีลาทัส มารีน จำกัด (มหาชน),Energy,7.022,8.0,67.762
SINO,บริษัท ไซโน โลจิสติกส์ คอร์ปอเรชั่น จำกัด (มหาชน),Industrials,7.0199996,15.166667,19.632
KCAR,บริษัท กรุงไทยคาร์เร้นท์ แอนด์ ลีส จำกัด (มหาชน),Industrials,7.018000000000001,7.352941,107.966
AIMIRT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เอไอเอ็ม อินดัสเทรียล โกรท,Real Estate,6.9970004,13.255814,53.566
AWC,บริษัท แอสเสท เวิรด์ คอร์ป จำกัด (มหาชน),Consumer Cyclical,6.959,11.799999,96.434
CCP,บริษัท ผลิตภัณฑ์คอนกรีตชลบุรี จำกัด (มหาชน),Basic Materials,6.854,6.7500005,33.367
COCOCO,บริษัท ไทย โคโคนัท จำกัด (มหาชน),Consumer Defensive,6.844,28.75,96.118
KWM,บริษัท เค. ดับบลิว. เม็ททัล เวิร์ค จำกัด (มหาชน),Industrials,6.84,11.5,11.644
SRIPANWA,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์โรงแรมศรีพันวา,Real Estate,6.822,6.4285717,20.198
AH,บริษัท อาปิโก ไฮเทค จำกัด (มหาชน),Consumer Cyclical,6.807,6.5470853,53.492
KYE,บริษัท กันยงอีเลคทริก จำกัด (มหาชน),Consumer Cyclical,6.7210004,8.682634,0.21
TOPP,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),Consumer Cyclical,6.701,7.2371893,6.933
SPRC,บริษัท สตาร์ ปิโตรเลียม รีไฟน์นิ่ง จำกัด (มหาชน),Energy,6.673,0.41734862,14.714
SSSC,บริษัท ศูนย์บริการเหล็กสยาม จำกัด (มหาชน),Basic Materials,6.614999500000001,6.7272725,0.363
AHC,บริษัท โรงพยาบาลเอกชล จำกัด (มหาชน),Healthcare,6.593,14.516129,0.509
SVT,บริษัท ซันเวนดิ้ง เทคโนโลยี จำกัด (มหาชน),Industrials,6.579,10.0,0.69
FTI,บริษัท ฟังก์ชั่น อินเตอร์เนชั่นแนล จำกัด (มหาชน),Industrials,6.532,14.909091,10.628
BGRIM,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),Utilities,6.436999999999999,48.275864,244.821
SC,บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),Real Estate,6.3990004,5.6666665,130.433
DTCENT,บริษัท ดี.ที.ซี. เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Technology,6.3829996,11.875,4.321
SMIT,บริษัท สหมิตรเครื่องกล จำกัด (มหาชน),Basic Materials,6.3779995000000005,11.612903,
MCA,บริษัท มาร์เก็ต คอนเน็กชั่นส์ เอเชีย จำกัด (มหาชน),Communication Services,6.371,12.333333,
TPIPP,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),Utilities,6.369,5.6176467,81.379
KCE,บริษัท เคซีอี อีเลคโทรนิคส์ จำกัด (มหาชน),Technology,6.358,27.428574,11.14
FE,บริษัท ฟาร์อีสท์ เฟมไลน์ ดีดีบี จำกัด (มหาชน),Communication Services,6.334,16.666666,0.464
ONEE,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Communication Services,6.3229999999999995,15.157895,2.571
SSTRT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ทรัพย์ศรีไทย,Real Estate,6.322,8.274509,5.914
ILINK,บริษัท อินเตอร์ลิ้งค์ คอมมิวนิเคชั่น จำกัด (มหาชน),Technology,6.263000000000001,6.9428573,53.707
TPBI,บริษัท ทีพีบีไอ จำกัด (มหาชน),Consumer Cyclical,6.2340003,5.5,12.846
GYT,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),Consumer Cyclical,6.2219999999999995,6.4166155,65.672
PRAPAT,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),Basic Materials,6.192,10.0,93.509
TH,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน),Financial Services,6.172,4.7,0.275
GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),Utilities,6.162,17.40088,98.943
SLP,บริษัท สาลี่ พริ้นท์ติ้ง จำกัด (มหาชน),Industrials,6.105,9.000001,6.159
HPT,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),Consumer Cyclical,6.103,11.333334,14.75
RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),Utilities,6.043,10.892858,106.147
PCE,บริษัท เพชรศรีวิชัย เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Consumer Defensive,6.005,12.666666,2.25
BKGI,บริษัท แบงคอกจีโนมิกส์อินโนเวชั่น จำกัด (มหาชน),Healthcare,6.003,29.2,4.284
NPK,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน),Consumer Cyclical,5.892000299999999,6.390041,5.78
PRG,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Defensive,5.8769997,11.518988,1.833
JUBILE,บริษัท ยูบิลลี่ เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Consumer Cyclical,5.8730002,13.157895,13.608
HARN,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),Industrials,5.8379997,15.384616,7.522
BOFFICE,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ภิรัชออฟฟิศ,Real Estate,5.83,9.642858,30.971
WHART,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ พรีเมี่ยม โกรท,Real Estate,5.8280002,16.17647,43.677
TMI,บริษัท ธีระมงคล อุตสาหกรรม จำกัด (มหาชน),Industrials,5.817,18.000002,135.541
QH,บริษัท ควอลิตี้เฮ้าส์ จำกัด (มหาชน),Real Estate,5.804,9.1875,29.902
SPG,บริษัท สยามภัณฑ์กรุ๊ป จำกัด (มหาชน),Basic Materials,5.618,13.448276,1.023
IP,บริษัท อินเตอร์ ฟาร์มา จำกัด (มหาชน),Healthcare,5.574,22.999998,18.331
SPI,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),Real Estate,5.5430003,13.03681,37.076
SPRIME,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ เอส ไพรม์ โกรท,Real Estate,5.4920003,6.315789,28.786
CPNREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ CPN รีเทล โกรท,Real Estate,5.487,18.59375,115.041
TRP,บริษัท เอสเตติก คอนเนค จำกัด (มหาชน),Healthcare,5.4619998,16.692308,0.264
SYMC,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),Communication Services,5.445,10.473684,31.477
ZEN,บริษัท เซ็น คอร์ปอเรชั่น กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,5.426,32.22222,70.759
PAF,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),Consumer Cyclical,5.4239999999999995,13.6,31.146
ASAP,บริษัท ซินเนอร์เจติค ออโต้ เพอร์ฟอร์มานซ์ จำกัด (มหาชน),Industrials,5.402,16.857141,593.719
