symbol,company_name_th,sector,roe,pe_ratio,de_ratio
TPL,บริษัท ไทยพาร์เซิล จำกัด (มหาชน),Industrials,-1.864,,66.22
AIRA,บริษัท ไอร่า แคปปิตอล จำกัด (มหาชน),Financial Services,-1.9,,109.91
DEMCO,บริษัท เด็มโก้ จำกัด (มหาชน),Industrials,-1.9619999999999997,,33.428
DTCI,บริษัท ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),Industrials,-2.027,,1.414
TRITN,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),Industrials,-2.0280001999999997,,10.839
STA,บริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน),Basic Materials,-2.069,,63.108
CGH,บริษัท คันทรี่ กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Financial Services,-2.0739999,,28.213
TNITY,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),Financial Services,-2.088,,192.825
SAAM,บริษัท เอสเอเอเอ็ม ดีเวลลอปเมนท์ จำกัด (มหาชน),Utilities,-2.091,,9.069
RICHY,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน),Real Estate,-2.168,,120.752
RPC,บริษัท อาร์พีซีจี จำกัด (มหาชน),Consumer Cyclical,-2.1949999,,52.955
PK,บริษัท พัฒน์กล จำกัด (มหาชน),Industrials,-2.2060001,,50.649
SGP,บริษัท สยามแก๊ส แอนด์ ปิโตรเคมีคัลส์ จำกัด (มหาชน),Energy,-2.229,,156.921
CITY,บริษัท ซิตี้ สตีล จำกัด (มหาชน),Industrials,-2.229,,0.211
AMARIN,บริษัท อมรินทร์ คอร์เปอเรชั่นส์ จำกัด (มหาชน),Communication Services,-2.35,,2.522
IVF,บริษัท อินสไปร์ ไอวีเอฟ จำกัด (มหาชน),Healthcare,-2.3510001999999997,,11.144
THANA,บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน),Real Estate,-2.3720000000000003,,81.425
TCJ,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน),Industrials,-2.3729999,,29.581
RT,บริษัท ไร้ท์ทันเน็ลลิ่ง จำกัด (มหาชน),Industrials,-2.379,,203.868
QLT,บริษัท ควอลลีเทค จำกัด (มหาชน),Industrials,-2.4619998,,7.579
B,บริษัท บี จิสติกส์ จำกัด (มหาชน),Industrials,-2.5239998,,39.851
TTI,บริษัท โรงงานผ้าไทย จำกัด (มหาชน),Consumer Cyclical,-2.5250000000000004,,12.436
THE,บริษัท เดอะ สตีล จำกัด (มหาชน),Basic Materials,-2.681,,73.357
KSL,บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน),Consumer Defensive,-2.962,,103.365
INGRS,บริษัท อิงเกรส อินดัสเตรียล (ไทยแลนด์) จำกัด (มหาชน),Consumer Cyclical,-3.2009999999999996,,140.17
TVT,บริษัท ทีวี ธันเดอร์ จำกัด (มหาชน),Communication Services,-3.309,,0.987
GTV,บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน),Utilities,-3.351,,45.25
JSP,บริษัท โรงงานเภสัชอุตสาหกรรม เจเอสพี (ประเทศไทย) จำกัด (มหาชน),Consumer Defensive,-3.411,99.0,29.387
NCH,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน),Real Estate,-3.4140002000000003,,44.808
ML,บริษัท ไมด้า ลิสซิ่ง จำกัด (มหาชน),Financial Services,-3.421,,65.73
CIVIL,บริษัท ซีวิลเอนจีเนียริง จำกัด (มหาชน),Industrials,-3.4590002,,123.958
GCAP,บริษัท จี แคปปิตอล จำกัด (มหาชน),Financial Services,-3.4909999999999997,,89.902
SQ,บริษัท สหกลอิควิปเมนท์ จำกัด (มหาชน),Industrials,-3.4979999999999998,,175.107
SVR,บริษัท สิวารมณ์ เรียลเอสเตท จำกัด (มหาชน),Real Estate,-3.5360000000000005,,112.733
MTW,บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน),Consumer Cyclical,-3.6069999999999998,,24.414
META,บริษัท เมตะ คอร์ปอเรชั่น จำกัด (มหาชน),Utilities,-3.687,,25.932
WACOAL,บริษัท ไทยวาโก้ จำกัด (มหาชน),Consumer Cyclical,-3.7760000000000002,,1.177
CHIC,บริษัท ชิค รีพับบลิค จำกัด (มหาชน),Consumer Cyclical,-3.882,,107.165
BC,บริษัท บูทิค คอร์ปอเรชั่น จำกัด (มหาชน),Real Estate,-3.9100002000000003,,243.912
UOBKH,บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน),Financial Services,-3.9100002000000003,,1.766
MCOT,บริษัท อสมท จำกัด (มหาชน),Communication Services,-4.125,,8.805
BSBM,บริษัท บางสะพานบาร์มิล จำกัด (มหาชน),Basic Materials,-4.2579997,,0.109
NL,บริษัท เอ็นแอล ดีเวลลอปเมนต์ จำกัด (มหาชน),Industrials,-4.269,,1.449
HANA,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),Technology,-4.284000000000001,,0.077
AMANAH,บริษัท อะมานะฮ์ ลิสซิ่ง จำกัด (มหาชน),Financial Services,-4.348,,133.517
CSP,บริษัท ซีเอสพี สตีลเซ็นเตอร์ จำกัด (มหาชน),Basic Materials,-4.3670002,,209.373
TMC,บริษัท ที.เอ็ม.ซี. อุตสาหกรรม จำกัด (มหาชน),Industrials,-4.484,,1.999
TPCH,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),Utilities,-4.491000199999999,,101.427
AE,บริษัท ออลล์ เอ็นเนอร์ยี่ แอนด์ ยูทิลิตี้ จำกัด (มหาชน),Consumer Cyclical,-4.504,,13.44
UPF,บริษัท ยูเนี่ยนไพโอเนียร์ จำกัด (มหาชน),Consumer Cyclical,-4.5289997,,13.37
SAM,บริษัท สามชัย สตีล อินดัสทรี จำกัด (มหาชน),Basic Materials,-4.587,,108.772
WFX,บริษัท เวิลด์เฟล็กซ์ จำกัด (มหาชน),Consumer Cyclical,-4.65,,12.613
NV,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),Consumer Defensive,-4.7059998,,1.357
PLUS,บริษัท โรแยล พลัส จำกัด (มหาชน),Consumer Defensive,-4.7119997,,23.5
KCM,บริษัท เค.ซี.เมททอลชีท จำกัด (มหาชน),Industrials,-4.795,,45.672
CPANEL,บริษัท ซีแพนเนล จำกัด (มหาชน),Basic Materials,-5.0029997,,124.043
SCG,บริษัท ราชพัฒนา เอ็นเนอร์ยี จำกัด (มหาชน),Utilities,-5.04,,138.738
PPS,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน),Industrials,-5.053,,71.883
SRS,บริษัท สิริซอฟต์ จำกัด (มหาชน),Technology,-5.163,,18.322
RP,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน),Industrials,-5.2780000000000005,,105.536
IRPC,บริษัท ไออาร์พีซี จำกัด (มหาชน),Energy,-5.29,,103.442
OGC,บริษัท โอเชียนกลาส จำกัด (มหาชน),Consumer Cyclical,-5.337,,83.93
PRAKIT,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน),Communication Services,-5.4390002,,
MATCH,บริษัท แม็ทชิ่ง แม็กซิไมซ์ โซลูชั่น จำกัด (มหาชน),Communication Services,-5.4580003,,11.247
FMT,บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),Industrials,-5.475,,84.882
GREEN,บริษัท กรีน รีซอร์สเซส จำกัด (มหาชน),Utilities,-5.4840002,,24.657
PTTGC,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),Basic Materials,-5.519,,60.892
DUSIT,บริษัท ดุสิตธานี จำกัด (มหาชน),Consumer Cyclical,-5.523,,230.136
SMT,บริษัท สตาร์ส ไมโครอิเล็กทรอนิกส์ (ประเทศไทย) จำกัด (มหาชน),Technology,-5.5329999999999995,,11.16
BGT,บริษัท บีจีที คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,-5.57,,94.697
TR,บริษัท ไทยเรยอน จำกัด (มหาชน),Consumer Cyclical,-5.722,,12.038
DHOUSE,บริษัท ดีเฮ้าส์พัฒนา จำกัด (มหาชน),Real Estate,-5.845000000000001,,85.525
PRINC,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),Healthcare,-6.0510002,,44.514
VNG,บริษัท วนชัย กรุ๊ป จำกัด (มหาชน),Basic Materials,-6.194,,125.216
TPA,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),Basic Materials,-6.366,,1.654
APURE,บริษัท อกริเพียว โฮลดิ้งส์ จำกัด (มหาชน),Consumer Defensive,-6.461,,16.282
UEC,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),Basic Materials,-6.764,,0.95
TRUBB,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),Basic Materials,-6.954000000000001,,116.579
AIMCG,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เอไอเอ็ม คอมเมอร์เชียล โกรท,Real Estate,-7.034,,17.101
BSM,บริษัท บิวเดอสมาร์ท จำกัด (มหาชน),Industrials,-7.071,,135.93
LDC,บริษัท แอลดีซี เด็นทัล จำกัด (มหาชน),Healthcare,-7.443999499999999,,97.678
MATI,บริษัท มติชน จำกัด (มหาชน),Communication Services,-7.463,,0.939
GGC,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),Basic Materials,-7.5009999999999994,,4.029
TGPRO,บริษัท ไทย-เยอรมัน โปรดักส์ จำกัด (มหาชน),Basic Materials,-8.018,,39.276
SUPER,บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน),Utilities,-8.165,,215.646
STOWER,บริษัท สกาย ทาวเวอร์ จำกัด (มหาชน),Basic Materials,-9.004,,3.226
MK,บริษัท มั่นคงเคหะการ จำกัด (มหาชน),Real Estate,-9.132,,171.064
CHAYO,บริษัท ชโย กรุ๊ป จำกัด (มหาชน),Financial Services,-9.295999,5.2272725,92.423
SR,บริษัท สยามราช จำกัด (มหาชน),Industrials,-9.3310006,,181.096
PDJ,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),Consumer Cyclical,-9.455,,60.65
MIDA,บริษัท ไมด้า แอสเซ็ท จำกัด (มหาชน),Financial Services,-9.754,,134.416
PLANET,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน),Technology,-9.9589996,,55.817
GENCO,บริษัทบริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด(มหาชน),Industrials,-10.100000000000001,,2.181
PPP,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน),Industrials,-10.122,,19.202
FN,บริษัท เอฟเอ็น แฟคตอรี่ เอ๊าท์เลท จำกัด (มหาชน),Consumer Cyclical,-10.477000499999999,,11.467
BJCHI,บริษัท บีเจซี เฮฟวี่ อินดัสทรี จำกัด (มหาชน),Industrials,-10.7,,0.107
TVDH,บริษัท ทีวีดี โฮลดิ้งส์ จำกัด (มหาชน),Consumer Cyclical,-10.832,,47.202
TURTLE,บริษัท ซุปเปอร์ เทอร์เทิล จำกัด (มหาชน),Consumer Cyclical,-10.870000000000001,,4.266
BTC,บริษัท บรุ๊คเคอร์ กรุ๊ป จำกัด (มหาชน),Financial Services,-10.939,,20.441
PRIME,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),Utilities,-11.056000000000001,,185.598
ARIN,บริษัท อรินสิริ แลนด์ จำกัด (มหาชน),Real Estate,-11.1490004,,116.36
GJS,บริษัท จี เจ สตีล จำกัด (มหาชน),Basic Materials,-11.205,,0.153
FNS,บริษัท เอฟเอ็นเอส โฮลดิ้งส์ จำกัด (มหาชน),Financial Services,-11.375,,103.252
SGF,บริษัท เอสจีเอฟ แคปปิตอล จำกัด (มหาชน),Financial Services,-11.453000000000001,,25.355
PLE,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน),Industrials,-11.721,,373.024
FSX,บริษัท ฟินันเซีย เอกซ์ จำกัด (มหาชน),Financial Services,-11.729000000000001,,5.774
NRF,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),Consumer Defensive,-11.7989995,,124.939
EVER,บริษัท เอเวอร์แลนด์ จำกัด (มหาชน),Real Estate,-11.858,,155.62
CGD,บริษัท คันทรี่ กรุ๊ป ดีเวลลอปเมนท์ จำกัด (มหาชน),Real Estate,-12.812000000000001,,52.383
ABM,บริษัท เอเชีย ไบโอแมส จำกัด (มหาชน),Utilities,-12.945,,154.789
RWI,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน),Basic Materials,-13.099,,14.024
TFI,บริษัท ไทยฟิวเจอร์อินคอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,-13.122,,19.536
TPOLY,บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน),Industrials,-13.272998999999999,,194.844
CEN,บริษัท แคปปิทอล เอ็นจิเนียริ่ง เน็ตเวิร์ค จำกัด (มหาชน),Basic Materials,-13.502,,7.421
TIGER,บริษัท ไทย อิงเกอร์ โฮลดิ้ง จำกัด (มหาชน),Industrials,-13.916,,7.845
TL,บริษัท เทคลีด เอ็นพีเอ็น จำกัด (มหาชน),Healthcare,-14.310998999999999,,
APCS,บริษัท เอเซีย พรีซิชั่น จำกัด (มหาชน),Industrials,-14.949000000000002,,38.622
CHOTI,บริษัท ห้องเย็นโชติวัฒน์หาดใหญ่ จำกัด (มหาชน),Consumer Defensive,-15.045,,205.56
TWZ,บริษัท ทีดับบลิวแซด คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,-15.152,,48.308
PRECHA,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน),Real Estate,-15.641,,66.317
CRANE,บริษัท ชูไก จำกัด (มหาชน),Industrials,-15.692,,101.889
ACC,บริษัท แอดวานซ์ คอนเนคชั่น คอร์ปอเรชั่น จำกัด (มหาชน),Industrials,-16.212,,28.024
KTIS,บริษัท เกษตรไทย อินเตอร์เนชั่นแนล ชูการ์ คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Defensive,-16.656000000000002,,123.667
SKE,บริษัท สากล เอนเนอยี จำกัด (มหาชน),Utilities,-16.746001,,85.168
SAWANG,บริษัท สว่างเอ็กซ์ปอร์ต จำกัด (มหาชน),Consumer Cyclical,-17.044,,2.986
MJD,บริษัท เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate,-17.502001,,344.971
SPTX,บริษัท เอสพีที เอกซ์ จำกัด (มหาชน),Technology,-17.905001000000002,,7.028
CMC,บริษัท เจ้าพระยามหานคร จำกัด (มหาชน),Real Estate,-18.080999000000002,,235.083
GEL,บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน),Basic Materials,-18.262999999999998,,137.096
CI,บริษัท ชาญอิสสระ ดีเวล็อปเมนท์ จำกัด (มหาชน),Real Estate,-18.278,,322.465
AJ,บริษัท เอ.เจ.พลาสท์ จำกัด (มหาชน),Consumer Cyclical,-18.808001,,182.355
AJA,บริษัท เอเจ แอดวานซ์ เทคโนโลยี จำกัด (มหาชน),Technology,-18.889,,5.381
TSE,บริษัท ไทย โซล่าร์ เอ็นเนอร์ยี่ จำกัด (มหาชน),Utilities,-19.094,,145.08
NKI,บริษัท นวกิจประกันภัย จำกัด (มหาชน),Financial Services,-19.764,,2.019
PF,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน),Real Estate,-20.27,,189.689
ZAA,บริษัท ซาเล็คต้า จำกัด (มหาชน),Communication Services,-20.36,,4.451
IMH,บริษัท โรงพยาบาลอินเตอร์เมดิคัล แคร์ แอนด์ แล็บ จำกัด (มหาชน),Healthcare,-20.624000000000002,,107.579
BEAUTY,บริษัท บิวตี้ คอมมูนิตี้ จำกัด (มหาชน),Consumer Cyclical,-21.059998999999998,,8.9
AQUA,บริษัท อควา คอร์เปอเรชั่น จำกัด (มหาชน),Communication Services,-21.368000000000002,,34.734
JCK,บริษัท เจซีเค อินเตอร์เนชั่นแนล จำกัด (มหาชน),Real Estate,-21.624,,198.685
AMR,บริษัท เอเอ็มอาร์ เอเซีย จำกัด (มหาชน),Industrials,-21.959999,,30.664
J,บริษัท เจเอเอส แอสเซ็ท จำกัด (มหาชน),Real Estate,-23.150000000000002,,86.957
KASET,บริษัท ไทยฮา จำกัด (มหาชน),Consumer Defensive,-23.753999,,139.064
KGEN,บริษัท คิง เจน จำกัด (มหาชน),Industrials,-23.9,,27.226
SCM,บริษัท ซัคเซสมอร์ บีอิ้งค์ จำกัด (มหาชน),Consumer Defensive,-24.011,,7.16
DPAINT,บริษัท สีเดลต้า จำกัด (มหาชน),Basic Materials,-24.459,,64.891
CPL,บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,-25.094,,151.279
EA,บริษัท พลังงานบริสุทธิ์ จำกัด (มหาชน),Utilities,-25.104,,125.565
SST,บริษัท ทรัพย์ศรีไทย จำกัด (มหาชน),Consumer Defensive,-25.855,,185.798
SCI,บริษัท เอสซีไอ อีเลคตริค จำกัด (มหาชน),Industrials,-26.301999999999996,,38.83
GLORY,บริษัท รุ่งเรืองตลอดไป จำกัด (มหาชน),Communication Services,-26.322000000000003,,0.518
STELLA,บริษัท สเตลล่า เอ็กซ์ จำกัด (มหาชน),Real Estate,-26.762000000000004,,60.485
PPPM,บริษัท พีพี ไพร์ม จำกัด (มหาชน),Consumer Defensive,-28.607,,26.932
BTW,บริษัท บีที เวลธ์ อินดัสตรีส์ จำกัด (มหาชน),Industrials,-30.232999999999997,,70.332
CHEWA,บริษัท ชีวาทัย จำกัด (มหาชน),Real Estate,-30.666,,225.259
MUD,บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน),Consumer Cyclical,-32.318002,,158.53
CIG,บริษัท ซี.ไอ.กรุ๊ป จำกัด (มหาชน),Industrials,-32.716998000000004,,35.017
IIG,บริษัท ไอแอนด์ไอ กรุ๊ป จำกัด (มหาชน),Technology,-33.263,,112.273
SOLAR,บริษัท โซลาร์ตรอน จำกัด (มหาชน),Technology,-33.85,,94.373
VS,บริษัท วีเซิร์ฟ เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Industrials,-34.339999999999996,,56.64
EP,บริษัท อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),Industrials,-36.473,,159.488
RS,บริษัท อาร์เอส จำกัด (มหาชน),Communication Services,-36.611,,178.401
TNPC,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),Consumer Cyclical,-38.067,,87.956
KC,บริษัท เค.ซี. พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate,-38.801,,26.739
IRCP,บริษัท อินเตอร์เนชั่นแนล รีเสริช คอร์ปอเรชั่น จำกัด (มหาชน),Technology,-39.073002,,30.084
EMC,บริษัท อีเอ็มซี จำกัด (มหาชน),Industrials,-40.23,,63.384
RML,บริษัท ไรมอน แลนด์ จำกัด (มหาชน),Real Estate,-40.605000000000004,,138.784
A,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),Real Estate,-43.868,,625.839
PERM,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน),Basic Materials,-44.487,,915.519
GRAND,บริษัท แกรนด์ แอสเสท โฮเทลส์ แอนด์ พรอพเพอร์ตี้ จำกัด(มหาชน),Consumer Cyclical,-49.216998000000004,,571.454
NCL,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน),Industrials,-49.36,,82.251
NEX,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),Industrials,-50.551,,0.967
PEER,บริษัท เพียร์ ฟอร์ ยู จำกัด (มหาชน),Industrials,-52.611,,7.176
EMPIRE,บริษัท ออริจิ้น โกลบอล เอมไพร์ จำกัด (มหาชน),Industrials,-52.724000000000004,,16.673
HEALTH,บริษัท เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,-54.962999999999994,,11.651
KWI,บริษัท เคดับบลิวไอ จำกัด (มหาชน),Financial Services,-55.945,,372.597
TAKUNI,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน),Industrials,-69.532996,,72.932
THAI,บริษัท การบินไทย จำกัด (มหาชน),Industrials,-71.43,,155.013
CV,บริษัท โคลเวอร์ เพาเวอร์ จำกัด (มหาชน),Utilities,-72.253996,,216.133
WAVE,บริษัท เวฟ เอกซ์โพเนนเชียล จำกัด (มหาชน),Consumer Defensive,-73.247004,,22.815
DIMET,บริษัท ไดเมท (สยาม) จำกัด (มหาชน),Basic Materials,-76.86800000000001,,42.573
B52,บริษัท บี-52 แคปปิตอล จำกัด (มหาชน),Real Estate,-79.12400000000001,,19.528
QTCG,บริษัท คิวทีซีจี จำกัด (มหาชน),Industrials,-82.95600400000001,,138.266
BYD,บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน),Financial Services,-82.985,,1.368
ECF,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Consumer Cyclical,-83.584,,402.171
PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),Energy,-89.742994,,67.882
CAZ,บริษัท ซี เอ แซด (ประเทศไทย) จำกัด (มหาชน),Industrials,-90.98000499999999,,89.075
TNDT,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),Industrials,-92.214996,,385.689
COMAN,บริษัท โคแมนชี่ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Technology,-101.104,,1.107
TCMC,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,-102.20899999999999,,390.09
MONO,บริษัท โมโน เน็กซ์ จำกัด (มหาชน),Communication Services,-102.732,,476.748
QDC,บริษัท ควอนตัม ดี ซี จำกัด (มหาชน),Consumer Cyclical,-113.459,,511.808
YGG,บริษัท อิ๊กดราซิล กรุ๊ป จำกัด (มหาชน),Communication Services,-122.699,,17.912
XBIO,บริษัท เอ็กซ์ ไบโอไซเอนซ์ จำกัด (มหาชน),Consumer Defensive,-134.52901,,111.191
MILL,บริษัท มิลล์คอน สตีล จำกัด (มหาชน),Basic Materials,-140.66299,,2946.236
HYDRO,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),Industrials,-141.26400999999998,,235.526
MVP,บริษัท เอ็ม วิชั่น จำกัด (มหาชน),Communication Services,-167.119,,319.311
WSOL,บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน),Industrials,-226.57500000000002,,2056.225
AKS,บริษัท เอเคเอส คอร์ปอเรชั่น จำกัด (มหาชน),Real Estate,-241.44899999999998,,
PTECH,บริษัท พลัส เทค อินโนเวชั่น จำกัด (มหาชน),Industrials,-273.89498,,34.638
NATION,บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน),Communication Services,-458.50600000000003,,
TRC,บริษัท ทีอาร์ซี คอนสตรัคชั่น จำกัด (มหาชน),Industrials,-913.9369999999999,,5504.405
TTCL,บริษัท ทีทีซีแอล จำกัด (มหาชน),Industrials,-959.4110499999999,,
TIF1,กองทุนรวมอสังหาริมทรัพย์ไทยอินดัสเตรียล 1,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,12.258064,
QHHRREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่า ควอลิตี้ เฮ้าส์ โฮเทล แอนด์ เรซิเดนซ์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,34.04762,
QHBREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ ควอลิตี้ เฮ้าส์ บิสซิเนส คอมเพล็กซ์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,72.399994,
POPF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ไพร์มออฟฟิศ,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,9.090909,
ONSENS,บริษัท ออนเซ็น รีทรีต แอนด์ สปา กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,,16.428572,231.443
SIRIPRT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์สิริภิญโญ,Real Estate,,15.416667,
SMART,บริษัท สมาร์ทคอนกรีต จำกัด (มหาชน),-,,15.238095,
NUT,บริษัท นูทริชั่น โปรเฟส จำกัด (มหาชน),Consumer Defensive,,7.454545,19.286
MNRF,กองทุนรวมอสังหาริมทรัพย์มัลติเนชั่นแนลเรสซิเดนซ์ฟันด์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,45.10638,
MNIT2,กองทุนรวมอสังหาริมทรัพย์นิชดาธานี 2,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,30.30303,
MNIT,กองทุนรวมอสังหาริมทรัพย์เอ็มเอฟซี-นิชดาธานี,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,13.5,
SMO,บริษัท กลุ่มสมอทอง จำกัด (มหาชน),Consumer Defensive,,5.6666665,111.436
MIPF,กองทุนรวมอสังหาริมทรัพย์มิลเลียนแนร์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,17.222221,
SSPF,กองทุนรวมอสังหาริมทรัพย์ศาลาแอทสาทร,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,17.248678,
MII,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่า เอ็มเอฟซี อินดัสเตรียล อินเวสเมนท์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,7.014493,
MGI,บริษัท มิสแกรนด์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),-,,7.25,
LUXF,กองทุนรวมอสังหาริมทรัพย์ลักซ์ชัวรี่,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,27.160494,
LHRREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่า แลนด์ แอนด์ เฮ้าส์ เรซิเดนซ์,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,5.6052637,
QHOP,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ควอลิตี้ ฮอสพิทอลลิตี้,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,13.6,
LHHOTEL,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ แอล เอช โฮเทล,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,6.3720927,
TLHPF,กองทุนรวมอสังหาริมทรัพย์ ไทยแลนด์ โฮสพีทาลิตี้,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,8.880994,
