symbol,long_name,sector,industry,market_cap,beta,dividend_yield,trailing_pe,current_price,raw_info_json
2S,2S Metal Public Company Limited,Basic Materials,Steel,1484989184.0,0.224,9.09,10.384616,2.7,"{'ask': 2.72, 'bid': 2.68, 'fax': '66 7 480 1286', 'zip': '90110', 'beta': 0.224, 'city': 'Bang Klam', 'open': 2.68, 'phone': '66 7 480 0111', 'dayLow': 2.66, 'ebitda': 166388000, 'market': 'th_market', 'maxAge': 86400, 'region': 'US', 'sector': 'Basic Materials', 'symbol': '2S.BK', 'volume': 121004, 'askSize': 0, 'bidSize': 0, 'country': 'Thailand', 'dayHigh': 2.7, 'website': 'https://www.ss.co.th', 'address1': 'No. 8/5 Moo 14', 'address2': 'Tambon Thachang Amphur Bangklam Songkhla Province', 'currency': 'THB', 'exchange': 'SET', 'industry': 'Steel', 'language': 'en-US', 'longName': '2S Metal Public Company Limited', 'typeDisp': 'Equity', 'bookValue': 3.709, 'marketCap': 1484989184, 'priceHint': 4, 'quoteType': 'EQUITY', 'sectorKey': 'basic-materials', 'shortName': '2S_2S METAL', 'totalCash': 247280992, 'totalDebt': 9827000, 'tradeable': False, 'allTimeLow': 1.093091, 'quickRatio': 2.205, 'sectorDisp': 'Basic Materials', 'trailingPE': 10.384616, 'allTimeHigh': 6.590909, 'floatShares': 212292938, 'industryKey': 'steel', 'marketState': 'REGULAR', 'payoutRatio': 0.46150002, 'priceToBook': 0.72795904, 'trailingEps': 0.26, 'triggerable': False, '52WeekChange': 0.2924528, 'currentPrice': 2.7, 'currentRatio': 5.829, 'debtToEquity': 0.482, 'dividendRate': 0.24, 'esgPopulated': False, 'freeCashflow': -1073625, 'grossMargins': 0.068720005, 'grossProfits': 518272000, 'industryDisp': 'Steel', 'totalRevenue': 7541876224, 'averageVolume': 98181, 'dividendYield': 9.09, 'ebitdaMargins': 0.022060001, 'executiveTeam': [], 'lastSplitDate': 1647302400, 'previousClose': 2.64, 'profitMargins': 0.01916, 'revenueGrowth': 0.064, 'earningsGrowth': -0.543, 'exDividendDate': 1773273600, 'messageBoardId': 'finmb_59414650', 'returnOnAssets': 0.029719999, 'returnOnEquity': 0.07276, 'sourceInterval': 15, 'companyOfficers': [{'age': 65, 'name': 'Mr. Sombat  Leeswadtrakul', 'title': 'Chairman of Executive Board, CEO & Executive Director', 'maxAge': 1, 'yearBorn': 1960, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 62, 'name': 'Ms. Bunsri  Panyapiamsak', 'title': 'CFO & Executive Director', 'maxAge': 1, 'yearBorn': 1963, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 55, 'name': 'Mr. Sangrung  Nitipawachon', 'title': 'MD & Executive Director', 'maxAge': 1, 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 50, 'name': 'Mr. Pakorn  Onkaew', 'title': 'Vice Managing Director of Accounting', 'maxAge': 1, 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 49, 'name': 'Ms. Tassanee  Phunuchapai', 'title': 'Vice MD of Sales & Marketing', 'maxAge': 1, 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 51, 'name': 'Ms. Pattranit Janthong Sasutham', 'title': 'Human Resources Manager', 'maxAge': 1, 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 51, 'name': 'Ms. Pornnica  Lertithibaht', 'title': 'Company Secretary', 'maxAge': 1, 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}], 'cryptoTradeable': False, 'enterpriseValue': 1211475328, 'fiftyDayAverage': 2.5856, 'fiftyTwoWeekLow': 2.0, 'lastSplitFactor': '11:10', 'quoteSourceName': 'Delayed Quote', 'revenuePerShare': 13.713, 'corporateActions': [], 'fiftyTwoWeekHigh': 2.92, 'fullExchangeName': 'Thailand', 'lastDividendDate': 1773273600, 'operatingMargins': -0.00782, 'trailingPegRatio': None, 'SandP52WeekChange': 0.32693863, 'fiftyTwoWeekRange': '2.0 - 2.92', 'financialCurrency': 'THB', 'lastDividendValue': 0.12, 'lastFiscalYearEnd': 1767139200, 'mostRecentQuarter': 1767139200, 'netIncomeToCommon': 144532992, 'nextFiscalYearEnd': 1798675200, 'operatingCashflow': 110539000, 'recommendationKey': 'none', 'regularMarketOpen': 2.68, 'regularMarketTime': 1775710847, 'sharesOutstanding': 549995954, 'totalCashPerShare': 0.45, 'enterpriseToEbitda': 7.281, 'regularMarketPrice': 2.7, 'averageVolume10days': 255270, 'enterpriseToRevenue': 0.161, 'heldPercentInsiders': 0.79930997, 'longBusinessSummary': ""2S Metal Public Company Limited, together with its subsidiaries, manufactures and sells steel pipes, steel plates, light lip channels, and steel wire mesh products in Thailand and Lao People's Democratic Republic. It operates in two segments, Production and Trading. The company offers cold-formed steel, hot dipped galvanized steel pipes/galvanized steel pipes, H-beams, I-beams, angle bars/channels, flat bars, deformed/round steel bars, cut and bend rebars, checered plates, steel round and square bars, galvanized steel battens, annealing wires, expanded metals, chain link and crimped wire meshes, barbered wire, and channel steel, as well as C-line products. It also trades in steel products; and provides transportation services. The company was formerly known as Southern Steel Public Company Limited and changed its name to 2S Metal Public Company Limited in April 2010. 2S Metal Public Company Limited was founded in 1992 and is headquartered in Bang Klam, Thailand."", 'nonDilutedMarketCap': 1528988752, 'regularMarketChange': 0.059999943, 'regularMarketDayLow': 2.66, 'regularMarketVolume': 121004, 'exchangeTimezoneName': 'Asia/Bangkok', 'hasPrePostMarketData': False, 'regularMarketDayHigh': 2.7, 'twoHundredDayAverage': 2.5153, 'exchangeDataDelayedBy': 15, 'fiftyDayAverageChange': 0.11440015, 'fiftyTwoWeekLowChange': 0.70000005, 'gmtOffSetMilliseconds': 25200000, 'regularMarketDayRange': '2.66 - 2.7', 'fiftyTwoWeekHighChange': -0.22000003, 'averageDailyVolume10Day': 255270, 'earningsQuarterlyGrowth': -0.543, 'epsTrailingTwelveMonths': 0.26, 'heldPercentInstitutions': 0.0, 'averageDailyVolume3Month': 98181, 'fiveYearAvgDividendYield': 7.44, 'impliedSharesOutstanding': 549995954, 'compensationAsOfEpochDate': 1767139200, 'exchangeTimezoneShortName': 'ICT', 'fiftyTwoWeekChangePercent': 29.245281, 'customPriceAlertConfidence': 'LOW', 'firstTradeDateMilliseconds': 1251860400000, 'regularMarketChangePercent': 2.272725, 'regularMarketPreviousClose': 2.64, 'trailingAnnualDividendRate': 0.2, 'twoHundredDayAverageChange': 0.18470001, 'trailingAnnualDividendYield': 0.07575757, 'fiftyDayAverageChangePercent': 0.04424511, 'fiftyTwoWeekLowChangePercent': 0.35000002, 'priceToSalesTrailing12Months': 0.19689918, 'fiftyTwoWeekHighChangePercent': -0.07534248, 'twoHundredDayAverageChangePercent': 0.073430605}"
3BBIF,3BB Internet Infrastructure Fund,,,,,,,6.65,"{'ask': 0.0, 'bid': 0.0, 'open': 6.6, 'dayLow': 6.6, 'market': 'th_market', 'maxAge': 86400, 'region': 'US', 'sector': '', 'symbol': '3BBIF.BK', 'volume': 1938641, 'country': 'Thailand', 'dayHigh': 6.65, 'currency': 'THB', 'exchange': 'SET', 'industry': '', 'language': 'en-US', 'longName': '3BB Internet Infrastructure Fund', 'prevName': 'Jasmine Broadband Internet Infrastructure Fund', 'typeDisp': 'Equity', 'forwardPE': 8.2246, 'priceHint': 2, 'quoteType': 'EQUITY', 'sectorKey': '', 'shortName': '3BBIF_3BB INTERNET', 'tradeable': False, 'allTimeLow': 5.0, 'epsForward': 0.80855, 'forwardEps': 0.80855, 'allTimeHigh': 8.8, 'industryKey': '', 'marketState': 'REGULAR', 'triggerable': False, '52WeekChange': 0.20000005, 'currentPrice': 6.65, 'esgPopulated': False, 'grossMargins': 0.0, 'averageVolume': 8267735, 'ebitdaMargins': 0.0, 'executiveTeam': [], 'previousClose': 6.6, 'profitMargins': 0.0, 'epsCurrentYear': 0.78839, 'messageBoardId': 'finmb_280429307', 'nameChangeDate': '2026-04-08', 'sourceInterval': 15, 'targetLowPrice': 6.1, 'companyOfficers': [], 'cryptoTradeable': False, 'fiftyDayAverage': 6.559, 'fiftyTwoWeekLow': 5.25, 'quoteSourceName': 'Delayed Quote', 'targetHighPrice': 7.6, 'targetMeanPrice': 6.78333, 'corporateActions': [], 'fiftyTwoWeekHigh': 6.85, 'fullExchangeName': 'Thailand', 'lastDividendDate': 1770940800, 'operatingMargins': 0.0, 'trailingPegRatio': None, 'SandP52WeekChange': 0.32693863, 'fiftyTwoWeekRange': '5.25 - 6.85', 'lastDividendValue': 0.224123, 'recommendationKey': 'buy', 'regularMarketOpen': 6.6, 'regularMarketTime': 1775710903, 'targetMedianPrice': 6.8, 'recommendationMean': 2.0, 'regularMarketPrice': 6.65, 'averageVolume10days': 4387577, 'heldPercentInsiders': 0.30958, 'longBusinessSummary': 'Jasmine Broadband Internet Infrastructure Fund specializes in infrastructure investments.', 'priceEpsCurrentYear': 8.434912, 'regularMarketChange': 0.05000019, 'regularMarketDayLow': 6.6, 'regularMarketVolume': 1938641, 'averageAnalystRating': '2.0 - Buy', 'earningsTimestampEnd': 1754654400, 'exchangeTimezoneName': 'Asia/Bangkok', 'hasPrePostMarketData': False, 'regularMarketDayHigh': 6.65, 'twoHundredDayAverage': 6.35625, 'exchangeDataDelayedBy': 15, 'fiftyDayAverageChange': 0.09100008, 'fiftyTwoWeekLowChange': 1.4000001, 'gmtOffSetMilliseconds': 25200000, 'regularMarketDayRange': '6.6 - 6.65', 'earningsTimestampStart': 1754305140, 'fiftyTwoWeekHighChange': -0.19999981, 'isEarningsDateEstimate': True, 'averageDailyVolume10Day': 4387577, 'heldPercentInstitutions': 0.0695, 'numberOfAnalystOpinions': 6, 'averageDailyVolume3Month': 8267735, 'exchangeTimezoneShortName': 'ICT', 'fiftyTwoWeekChangePercent': 20.000004, 'customPriceAlertConfidence': 'LOW', 'firstTradeDateMilliseconds': 1668049200000, 'regularMarketChangePercent': 0.7575787, 'regularMarketPreviousClose': 6.6, 'trailingAnnualDividendRate': 0.0, 'twoHundredDayAverageChange': 0.2937503, 'trailingAnnualDividendYield': 0.0, 'fiftyDayAverageChangePercent': 0.013874078, 'fiftyTwoWeekLowChangePercent': 0.26666668, 'fiftyTwoWeekHighChangePercent': -0.029197052, 'twoHundredDayAverageChangePercent': 0.0462144}"
88TH,88(Thailand) Public Company Limited,Consumer Defensive,Household & Personal Products,1028500032.0,,3.76,8.642858,4.84,"{'ask': 4.84, 'bid': 4.82, 'zip': '10230', 'city': 'Bangkok', 'open': 4.9, 'phone': '66 2 326 8888', 'dayLow': 4.82, 'ebitda': 131330360, 'market': 'th_market', 'maxAge': 86400, 'region': 'US', 'sector': 'Consumer Defensive', 'symbol': '88TH.BK', 'volume': 586078, 'country': 'Thailand', 'dayHigh': 4.94, 'website': 'https://www.88thailand.co.th', 'address1': '48 Soi Sangkom Songkroh 8', 'address2': 'Lat Phrao Sub-district/Sub-area Lat Phrao District/Area', 'currency': 'THB', 'exchange': 'SET', 'industry': 'Household & Personal Products', 'language': 'en-US', 'longName': '88(Thailand) Public Company Limited', 'prevName': '88(Thailand) Public Company Limited / 88(Thailand) Public Company Limited', 'typeDisp': 'Equity', 'bookValue': 2.29, 'marketCap': 1028500032, 'priceHint': 4, 'quoteType': 'EQUITY', 'sectorKey': 'consumer-defensive', 'shortName': '88TH_88(THAILAND)', 'totalCash': 353917280, 'totalDebt': 10715792, 'tradeable': False, 'allTimeLow': 3.9, 'quickRatio': 6.969, 'sectorDisp': 'Consumer Defensive', 'trailingPE': 8.642858, 'allTimeHigh': 12.3, 'floatShares': 101099000, 'industryKey': 'household-personal-products', 'marketState': 'REGULAR', 'payoutRatio': 0.0, 'priceToBook': 2.1135373, 'trailingEps': 0.56, 'triggerable': False, '52WeekChange': -0.40975612, 'currentPrice': 4.84, 'currentRatio': 8.205, 'debtToEquity': 2.202, 'dividendRate': 0.19, 'esgPopulated': False, 'freeCashflow': 89548704, 'grossMargins': 0.68854, 'grossProfits': 453594720, 'industryDisp': 'Household & Personal Products', 'totalRevenue': 658778176, 'averageVolume': 3121073, 'dividendYield': 3.76, 'ebitdaMargins': 0.19935, 'executiveTeam': [], 'previousClose': 4.92, 'profitMargins': 0.15332, 'revenueGrowth': 0.359, 'earningsGrowth': -0.136, 'exDividendDate': 1777420800, 'messageBoardId': 'finmb_1913864675', 'nameChangeDate': '2026-04-08', 'returnOnAssets': 0.18989, 'returnOnEquity': 0.28542, 'sourceInterval': 15, 'companyOfficers': [{'age': 45, 'name': 'Ms. Nuttinee  Chavananikul', 'title': 'CEO & Director', 'maxAge': 1, 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 37, 'name': 'Ms. Nopparut  Malaiwong', 'title': 'Founder, Chief Commercial Officer & Director', 'maxAge': 1, 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 40, 'name': 'Mr. Chanapat  Kaoubol', 'title': 'CFO, Company Secretary & Director', 'maxAge': 1, 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 41, 'name': 'Mr. Peerayuth  Oyissaranukul', 'title': 'Chief Operating Officer', 'maxAge': 1, 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Mr. Kittisak  Phochew', 'title': 'Chief Accountant', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 36, 'name': 'Ms. Patcharawalai  Hlowilailuk', 'title': 'Chief Marketing Officer', 'maxAge': 1, 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}], 'cryptoTradeable': False, 'enterpriseValue': 702298496, 'fiftyDayAverage': 4.8564, 'fiftyTwoWeekLow': 3.9, 'quoteSourceName': 'Delayed Quote', 'revenuePerShare': 3.643, 'corporateActions': [{'meta': {'amount': '0.185', 'eventType': 'DIVIDEND', 'dateEpochMs': 1777395600000}, 'header': 'Dividend', 'message': '88TH.BK announced a cash dividend of THB 0.185 with an ex-date of Apr. 29, 2026'}], 'fiftyTwoWeekHigh': 12.3, 'fullExchangeName': 'Thailand', 'operatingMargins': 0.17277001, 'trailingPegRatio': None, 'SandP52WeekChange': 0.32693863, 'fiftyTwoWeekRange': '3.9 - 12.3', 'financialCurrency': 'THB', 'lastFiscalYearEnd': 1767139200, 'mostRecentQuarter': 1767139200, 'netIncomeToCommon': 101003800, 'nextFiscalYearEnd': 1798675200, 'operatingCashflow': 117141912, 'recommendationKey': 'none', 'regularMarketOpen': 4.9, 'regularMarketTime': 1775710838, 'sharesOutstanding': 212500000, 'totalCashPerShare': 1.665, 'enterpriseToEbitda': 5.348, 'regularMarketPrice': 4.84, 'averageVolume10days': 1615182, 'enterpriseToRevenue': 1.066, 'heldPercentInsiders': 0.63435, 'longBusinessSummary': '88(Thailand) Public Company Limited manufactures and distributes cosmetics and dietary supplements. Its brands include the Ver.88, Lyo, and Hone names. The company was founded in 2015 and is based in Bangkok, Thailand.', 'nonDilutedMarketCap': 1054000000, 'regularMarketChange': -0.07999992, 'regularMarketDayLow': 4.82, 'regularMarketVolume': 586078, 'exchangeTimezoneName': 'Asia/Bangkok', 'hasPrePostMarketData': False, 'regularMarketDayHigh': 4.94, 'twoHundredDayAverage': 4.9043903, 'exchangeDataDelayedBy': 15, 'fiftyDayAverageChange': -0.01639986, 'fiftyTwoWeekLowChange': 0.94000006, 'gmtOffSetMilliseconds': 25200000, 'regularMarketDayRange': '4.82 - 4.94', 'fiftyTwoWeekHighChange': -7.46, 'averageDailyVolume10Day': 1615182, 'earningsQuarterlyGrowth': 0.081, 'epsTrailingTwelveMonths': 0.56, 'heldPercentInstitutions': 0.32672, 'averageDailyVolume3Month': 3121073, 'impliedSharesOutstanding': 212500000, 'exchangeTimezoneShortName': 'ICT', 'fiftyTwoWeekChangePercent': -40.975613, 'customPriceAlertConfidence': 'LOW', 'firstTradeDateMilliseconds': 1759460400000, 'regularMarketChangePercent': -1.6260147, 'regularMarketPreviousClose': 4.92, 'trailingAnnualDividendRate': 0.185, 'twoHundredDayAverageChange': -0.06439018, 'trailingAnnualDividendYield': 0.037601627, 'fiftyDayAverageChangePercent': -0.0033769584, 'fiftyTwoWeekLowChangePercent': 0.24102566, 'priceToSalesTrailing12Months': 1.5612236, 'fiftyTwoWeekHighChangePercent': -0.6065041, 'twoHundredDayAverageChangePercent': -0.01312909}"
A,Areeya Property Public Company Limited,Real Estate,Real Estate - Development,4743200256.0,0.059,,,4.84,"{'ask': 0.0, 'bid': 0.0, 'fax': '66 2 798 9990', 'zip': '10310', 'beta': 0.059, 'city': 'Bangkok', 'open': 4.84, 'phone': '66 2 798 9999', 'dayLow': 4.84, 'ebitda': -289068096, 'market': 'th_market', 'maxAge': 86400, 'region': 'US', 'sector': 'Real Estate', 'symbol': 'A.BK', 'volume': 3, 'askSize': 0, 'bidSize': 0, 'country': 'Thailand', 'dayHigh': 4.84, 'website': 'https://www.areeya.co.th', 'address1': '999 Praditmanutham Road', 'address2': 'Kwaeng Saphansong Khet Wangthonglang', 'currency': 'THB', 'exchange': 'SET', 'industry': 'Real Estate - Development', 'language': 'en-US', 'longName': 'Areeya Property Public Company Limited', 'typeDisp': 'Equity', 'bookValue': 1.517, 'marketCap': 4743200256, 'priceHint': 4, 'quoteType': 'EQUITY', 'sectorKey': 'real-estate', 'shortName': 'A_AREEYA PROPERTY', 'totalCash': 48323000, 'totalDebt': 10681158656, 'tradeable': False, 'allTimeLow': 1.460082, 'quickRatio': 0.023, 'sectorDisp': 'Real Estate', 'allTimeHigh': 6.75, 'floatShares': 172078200, 'industryKey': 'real-estate-development', 'marketState': 'REGULAR', 'payoutRatio': 0.0, 'priceToBook': 3.1905077, 'trailingEps': -0.99, 'triggerable': False, '52WeekChange': 0.008333325, 'currentPrice': 4.84, 'currentRatio': 1.141, 'debtToEquity': 625.839, 'esgPopulated': False, 'freeCashflow': 305338656, 'grossMargins': 0.18545, 'grossProfits': 149768064, 'industryDisp': 'Real Estate - Development', 'totalRevenue': 807583744, 'averageVolume': 726, 'ebitdaMargins': -0.35794, 'executiveTeam': [], 'previousClose': 4.84, 'profitMargins': -1.18634, 'revenueGrowth': -0.695, 'exDividendDate': 1616371200, 'messageBoardId': 'finmb_9663533', 'returnOnAssets': -0.012990001, 'returnOnEquity': -0.43868, 'sourceInterval': 15, 'companyOfficers': [{'age': 64, 'name': 'Mr. Viwat  Lauhapoonrungsi', 'title': 'Executive Chairman', 'maxAge': 1, 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 58, 'name': 'Mr. Wisit  Laohapoonrungsee', 'title': 'Vice-Chairman, CEO, Acting Assistant Director of Marketing & Sale Department', 'maxAge': 1, 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 66, 'name': 'Ms. Niphapat  Romerattanaphun', 'title': 'Executive Director', 'maxAge': 1, 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 93, 'name': 'Mr. Thun  Thiansuwan', 'title': 'Executive Director', 'maxAge': 1, 'yearBorn': 1932, 'exercisedValue': 0, 'unexercisedValue': 0}, {'age': 53, 'name': 'Mr. Archawan  Eiampaiboonphan', 'title': 'Senior First EVP of Construction Department & Executive Director', 'maxAge': 1, 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Ms. Suchaya  Ratanajaipan', 'title': 'Executive Vice President of Accounting & Finance Division', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Benjawan  Sisod', 'title': 'Manager \x96 Administration Department', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Mr. Jiraroj  Wonglerttanakij', 'title': 'Executive Vice President of Legal Department', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Ms. Usarapon  Jaroensawamipak', 'title': 'Vice President of Marketing Department', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'name': 'Ms. Kanokporn  Apichitanon', 'title': 'Senior Vice President of Human Resource', 'maxAge': 1, 'exercisedValue': 0, 'unexercisedValue': 0}], 'cryptoTradeable': False, 'enterpriseValue': 15376035840, 'fiftyDayAverage': 4.8368, 'fiftyTwoWeekLow': 4.48, 'quoteSourceName': 'Delayed Quote', 'revenuePerShare': 0.824, 'corporateActions': [], 'fiftyTwoWeekHigh': 5.0, 'fullExchangeName': 'Thailand', 'lastDividendDate': 1616371200, 'operatingMargins': -1.3292999, 'trailingPegRatio': None, 'SandP52WeekChange': 0.32693863, 'fiftyTwoWeekRange': '4.48 - 5.0', 'financialCurrency': 'THB', 'lastDividendValue': 0.03, 'lastFiscalYearEnd': 1735603200, 'mostRecentQuarter': 1759190400, 'netIncomeToCommon': -971271680, 'nextFiscalYearEnd': 1767139200, 'operatingCashflow': -123597128, 'recommendationKey': 'none', 'regularMarketOpen': 4.84, 'regularMarketTime': 1772075213, 'sharesOutstanding': 980000000, 'totalCashPerShare': 0.049, 'enterpriseToEbitda': -53.192, 'regularMarketPrice': 4.84, 'averageVolume10days': 0, 'enterpriseToRevenue': 19.04, 'heldPercentInsiders': 0.98756, 'longBusinessSummary': 'Areeya Property Public Company Limited, together with its subsidiaries, engages in the development of real estate projects in Thailand. It primarily develops single detached house, townhome, and condominium projects. The company is also involved in the provision of after sales services for property; construction services; and property management services, as well as in the restaurant and hotels business. Areeya Property Public Company Limited was founded in 2000 and is headquartered in Bangkok, Thailand.', 'nonDilutedMarketCap': 4743200000, 'regularMarketChange': 0.0, 'regularMarketDayLow': 4.84, 'regularMarketVolume': 3, 'exchangeTimezoneName': 'Asia/Bangkok', 'hasPrePostMarketData': False, 'regularMarketDayHigh': 4.84, 'twoHundredDayAverage': 4.8444, 'exchangeDataDelayedBy': 15, 'fiftyDayAverageChange': 0.0032000542, 'fiftyTwoWeekLowChange': 0.36000013, 'gmtOffSetMilliseconds': 25200000, 'regularMarketDayRange': '4.84 - 4.84', 'fiftyTwoWeekHighChange': -0.15999985, 'averageDailyVolume10Day': 0, 'epsTrailingTwelveMonths': -0.99, 'heldPercentInstitutions': 0.0, 'averageDailyVolume3Month': 726, 'impliedSharesOutstanding': 980000000, 'exchangeTimezoneShortName': 'ICT', 'fiftyTwoWeekChangePercent': 0.83333254, 'customPriceAlertConfidence': 'LOW', 'firstTradeDateMilliseconds': 1080788400000, 'regularMarketChangePercent': 0.0, 'regularMarketPreviousClose': 4.84, 'trailingAnnualDividendRate': 0.0, 'twoHundredDayAverageChange': -0.0043997765, 'trailingAnnualDividendYield': 0.0, 'fiftyDayAverageChangePercent': 0.0006616056, 'fiftyTwoWeekLowChangePercent': 0.08035717, 'priceToSalesTrailing12Months': 5.873323, 'fiftyTwoWeekHighChangePercent': -0.031999968, 'twoHundredDayAverageChangePercent': -0.0009082191}"
