symbol,company_name,industry_group,sector,market_cap,beta,current_price,dividend_yield
ASIA,บริษัท เอเชียโฮเต็ล จำกัด (มหาชน),Lodging,Consumer Cyclical,1952000000.0,0.043,6.1,2.2
ASIAN,บริษัท เอเชี่ยนซี คอร์ปอเรชั่น จำกัด (มหาชน),Packaged Foods,Consumer Defensive,6086606848.0,-0.364,7.5,6.51
ASIMAR,บริษัท เอเชียน มารีน เซอร์วิสส์ จำกัด (มหาชน),Aerospace & Defense,Industrials,413265760.0,0.105,1.6,7.1
ASK,บริษัท เอเซียเสริมกิจลีสซิ่ง จำกัด (มหาชน),Credit Services,Financial Services,6474880000.0,0.571,9.2,4.21
ASN,บริษัท เอเอสเอ็น โบรกเกอร์ จำกัด (มหาชน),Insurance Brokers,Financial Services,140399968.0,,0.75,
ASP,บริษัท เอเซีย พลัส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Capital Markets,Financial Services,4521380864.0,0.312,2.22,3.88
ASW,บริษัท แอสเซทไวส์ จำกัด (มหาชน),Real Estate - Development,Real Estate,7287931392.0,-0.041,8.1,6.58
ATLAS,บริษัท แอตลาส เอ็นเนอยี จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,2638261248.0,,1.86,7.81
ATP30,บริษัท เอทีพี 30 จำกัด (มหาชน),Railroads,Industrials,627725312.0,0.092,0.92,4.26
AU,บริษัท อาฟเตอร์ ยู จำกัด (มหาชน),Restaurants,Consumer Cyclical,4118899200.0,,5.05,4.76
AUCT,บริษัท สหการประมูล จำกัด (มหาชน),Auto & Truck Dealerships,Consumer Cyclical,2915000064.0,-0.043,5.3,7.66
AURA,บริษัท ออโรร่า ดีไซน์ จำกัด (มหาชน),Luxury Goods,Consumer Cyclical,19876599808.0,-0.084,14.9,3.68
AWC,บริษัท แอสเสท เวิรด์ คอร์ป จำกัด (มหาชน),Lodging,Consumer Cyclical,75550613504.0,0.203,2.36,3.2
AYUD,บริษัท อลิอันซ์ อยุธยา แคปปิตอล จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,14792143872.0,0.069,38.0,5.99
B,บริษัท บี จิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,322960352.0,0.22,0.04,
B52,บริษัท บี-52 แคปปิตอล จำกัด (มหาชน),Real Estate Services,Real Estate,271695360.0,-0.07,0.27,
BA,บริษัท การบินกรุงเทพ จำกัด (มหาชน),Airlines,Industrials,34191837184.0,0.08,16.3,6.7
BAFS,บริษัท บริการเชื้อเพลิงการบินกรุงเทพ จำกัด (มหาชน),Airports & Air Services,Industrials,5928714240.0,0.191,9.3,3.42
BAM,บริษัทบริหารสินทรัพย์ กรุงเทพพาณิชย์ จำกัด (มหาชน),Asset Management,Financial Services,24078714880.0,0.591,7.45,6.58
BANPU,บริษัท บ้านปู จำกัด (มหาชน),Thermal Coal,Energy,56606801920.0,0.535,5.65,6.32
BAREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์สนามบินการบินกรุงเทพ,REIT - Specialty,Real Estate,11569599488.0,0.458,11.2,7.08
BAY,ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน),Banks - Regional,Financial Services,193088749568.0,0.174,26.25,4.86
BBGI,บริษัท บีบีจีไอ จำกัด (มหาชน),Utilities - Renewable,Utilities,4916400128.0,0.807,3.4,4.6
BBIK,บริษัท บลูบิค กรุ๊ป จำกัด (มหาชน),Consulting Services,Industrials,4360336896.0,-0.26,21.8,2.11
BBL,ธนาคารกรุงเทพ จำกัด (มหาชน),Banks - Regional,Financial Services,334047510528.0,0.124,175.0,9.3
BC,บริษัท บูทิค คอร์ปอเรชั่น จำกัด (มหาชน),Real Estate - Diversified,Real Estate,397808768.0,0.088,0.69,7.32
BCH,บริษัท บางกอก เชน ฮอสปิทอล จำกัด (มหาชน),Medical Care Facilities,Healthcare,26685800448.0,0.158,10.7,4.09
CSP,บริษัท ซีเอสพี สตีลเซ็นเตอร์ จำกัด (มหาชน),Steel,Basic Materials,198467536.0,-0.025,0.4,
BCP,บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,54487703552.0,0.635,37.0,2.78
BCPG,บริษัท บีซีพีจี จำกัด (มหาชน),Utilities - Renewable,Utilities,23366924288.0,0.48,7.8,4.32
BCT,บริษัท เบอร์ล่า คาร์บอน (ไทยแลนด์) จำกัด (มหาชน),Specialty Chemicals,Basic Materials,15150000128.0,0.322,50.5,1.98
BDMS,บริษัท กรุงเทพดุสิตเวชการ จำกัด(มหาชน),Medical Care Facilities,Healthcare,336910450688.0,,21.2,3.69
BE8,บริษัท เบริล 8 พลัส จำกัด (มหาชน),Information Technology Services,Technology,1548548480.0,0.267,5.85,0.63
BEAUTY,บริษัท บิวตี้ คอมมูนิตี้ จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,1077909632.0,0.318,0.36,
BEC,บริษัท บีอีซี เวิลด์ จำกัด (มหาชน),Broadcasting,Communication Services,4199999744.0,0.32,2.1,4.5
BEM,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),Railroads,Industrials,90616160256.0,0.154,6.05,2.42
BEYOND,บริษัท เบาด์ แอนด์ บียอนด์ จำกัด (มหาชน),Lodging,Consumer Cyclical,2509094400.0,-0.08,8.65,
BGC,บริษัท บีจี คอนเทนเนอร์ กล๊าส จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,2986109440.0,-0.133,4.3,3.13
BGRIM,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,36496601088.0,,14.0,2.69
BGT,บริษัท บีจีที คอร์ปอเรชั่น จำกัด (มหาชน),Apparel Retail,Consumer Cyclical,145407968.0,-0.298,0.4,
BH,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,153825591296.0,-0.188,193.5,2.35
BIG,บริษัท บิ๊ก คาเมร่า คอร์ปอเรชั่น จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,1023374848.0,0.451,0.29,3.33
BIOTEC,บริษัท ไบโอ กรีน เอ็นเนอร์ยี่ เทค จำกัด (มหาชน),Specialty Chemicals,Basic Materials,580138048.0,-0.47,0.19,
BIS,บริษัท ไบโอซายน์ แอนิมัล เฮลธ์ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,615440000.0,0.69,1.96,4.0
BIZ,บริษัท บิสซิเนสอะไลเม้นท์ จำกัด (มหาชน),Medical Devices,Healthcare,3123821824.0,0.392,5.2,9.43
BJC,บริษัท เบอร์ลี่ ยุคเกอร์ จำกัด (มหาชน),Conglomerates,Industrials,62922407936.0,,15.7,3.19
BJCHI,บริษัท บีเจซี เฮฟวี่ อินดัสทรี จำกัด (มหาชน),Metal Fabrication,Industrials,920344000.0,0.134,0.58,2.8
CGH,บริษัท คันทรี่ กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Capital Markets,Financial Services,1785552896.0,0.371,0.43,
BKGI,บริษัท แบงคอกจีโนมิกส์อินโนเวชั่น จำกัด (มหาชน),Diagnostics & Research,Healthcare,876000000.0,,1.46,3.38
BKIH,บริษัท บีเคไอ โฮลดิ้งส์ จำกัด (มหาชน),Insurance - Diversified,Financial Services,32461780992.0,,312.0,7.96
BLA,บริษัท กรุงเทพประกันชีวิต จำกัด (มหาชน),Insurance - Life,Financial Services,36029640704.0,0.138,21.1,4.02
BLAND,บริษัท บางกอกแลนด์ จำกัด (มหาชน),Real Estate Services,Real Estate,7982208000.0,0.339,0.46,2.08
BLC,บริษัท บางกอกแล็ป แอนด์ คอสเมติค จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,2340000000.0,0.549,3.9,8.5
BLESS,บริษัท เบล็ส แอสเสท กรุ๊ป จำกัด (มหาชน),Real Estate - Development,Real Estate,184000000.0,,0.23,
BM,บริษัท บางกอกชีทเม็ททัล จำกัด (มหาชน),Metal Fabrication,Industrials,673018752.0,,1.04,20.56
BOFFICE,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ภิรัชออฟฟิศ,REIT - Office,Real Estate,3984509184.0,0.33,5.4,10.77
BOL,บริษัท บิซิเนส ออนไลน์ จำกัด (มหาชน),Consulting Services,Industrials,4143552768.0,0.106,5.05,6.37
BPP,บริษัท บ้านปู เพาเวอร์ จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,35963236352.0,0.513,11.8,5.88
BPS,บริษัท บีพีเอส เทคโนโลยี จำกัด (มหาชน),Electronics & Computer Distribution,Technology,164000000.0,,0.41,2.98
BR,บริษัท บางกอกแร้นช์ จำกัด (มหาชน),Farm Products,Consumer Defensive,1534590080.0,0.34,1.68,1.18
BRI,บริษัท บริทาเนีย จำกัด (มหาชน),Real Estate - Development,Real Estate,2092623872.0,0.434,1.44,2.33
BROCK,บริษัท บ้านร็อคการ์เด้น จำกัด (มหาชน),Real Estate - Development,Real Estate,1373500288.0,,1.34,
BRR,บริษัท น้ำตาลบุรีรัมย์ จำกัด (มหาชน),Confectioners,Consumer Defensive,3069739264.0,-0.147,3.78,4.23
NAT,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),Information Technology Services,Technology,800048000.0,,2.48,13.78
BSBM,บริษัท บางสะพานบาร์มิล จำกัด (มหาชน),Steel,Basic Materials,627858048.0,0.293,0.56,
BSM,บริษัท บิวเดอสมาร์ท จำกัด (มหาชน),Building Products & Equipment,Industrials,85220248.0,,0.4,
BTC,บริษัท บรุ๊คเคอร์ กรุ๊ป จำกัด (มหาชน),Financial Conglomerates,Financial Services,2268172288.0,0.421,0.21,10.23
BTG,บริษัท เบทาโกร จำกัด (มหาชน),Farm Products,Consumer Defensive,41402880000.0,,21.6,6.85
BTNC,บริษัท บูติคนิวซิตี้ จำกัด (มหาชน),Apparel Retail,Consumer Cyclical,240000000.0,0.091,20.0,7.43
BTS,บริษัท บีทีเอส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Railroads,Industrials,37015748608.0,0.011,2.3,
BTW,บริษัท บีที เวลธ์ อินดัสตรีส์ จำกัด (มหาชน),Metal Fabrication,Industrials,75600000.0,0.003,0.1,
BUI,บริษัท บางกอกสหประกันภัย จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,680597632.0,-0.206,13.2,21.88
BVG,บริษัท บลูเวนเจอร์ กรุ๊ป จำกัด (มหาชน),Software - Application,Technology,769500032.0,1.21,1.71,4.71
BWG,บริษัท เบตเตอร์ เวิลด์ กรีน จำกัด (มหาชน),Waste Management,Industrials,1740362624.0,0.955,0.3,
BYD,บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน),Capital Markets,Financial Services,3230589696.0,0.612,0.62,
CAZ,บริษัท ซี เอ แซด (ประเทศไทย) จำกัด (มหาชน),Engineering & Construction,Industrials,458639968.0,0.368,1.56,
CBG,บริษัท คาราบาวกรุ๊ป จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,44250001408.0,0.501,44.25,2.64
CCET,บริษัท แคล-คอมพ์ อีเล็คโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),Computer Hardware,Technology,54862516224.0,0.124,5.25,3.21
CCP,บริษัท ผลิตภัณฑ์คอนกรีตชลบุรี จำกัด (มหาชน),Building Materials,Basic Materials,747368192.0,-0.126,0.27,3.57
CEN,บริษัท แคปปิทอล เอ็นจิเนียริ่ง เน็ตเวิร์ค จำกัด (มหาชน),Steel,Basic Materials,521613344.0,-0.436,0.7,
CENTEL,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),Resorts & Casinos,Consumer Cyclical,50287501312.0,,37.25,1.66
CEYE,บริษัท ตาชำนิ จำกัด (มหาชน),Leisure,Consumer Cyclical,463936096.0,0.099,1.6,4.66
CFARM,บริษัท ชูวิทย์ฟาร์ม (2019) จำกัด (มหาชน),Farm Products,Consumer Defensive,429200000.0,,0.74,2.67
CFRESH,บริษัท ซีเฟรชอินดัสตรี จำกัด (มหาชน),Packaged Foods,Consumer Defensive,713866368.0,,0.77,
CGD,บริษัท คันทรี่ กรุ๊ป ดีเวลลอปเมนท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,991935424.0,-0.353,0.12,
CH,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),Packaged Foods,Consumer Defensive,1360000000.0,0.342,1.7,1.75
CHAO,บริษัท เจ้าสัว ฟู้ดส์ อินดัสทรี จำกัด (มหาชน),Packaged Foods,Consumer Defensive,1351194368.0,,4.54,3.7
CHARAN,บริษัท จรัญประกันภัย จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,190800000.0,0.19,15.9,
CHASE,บริษัท เชฎฐ์ เอเชีย จำกัด (มหาชน),Credit Services,Financial Services,973278976.0,0.161,0.49,2.0
CHAYO,บริษัท ชโย กรุ๊ป จำกัด (มหาชน),Credit Services,Financial Services,1340454656.0,,1.15,0.12
CHEWA,บริษัท ชีวาทัย จำกัด (มหาชน),Real Estate - Development,Real Estate,242255488.0,0.144,0.19,
CHG,บริษัท โรงพยาบาลจุฬารัตน์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,17600002048.0,-0.035,1.6,4.24
CHIC,บริษัท ชิค รีพับบลิค จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,462400000.0,-0.287,0.34,
CHOTI,บริษัท ห้องเย็นโชติวัฒน์หาดใหญ่ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,483750016.0,0.085,64.5,
CHOW,บริษัท เชาว์ ไบรท์ เวนเจอร์ส โฮลดิ้งส์ จำกัด (มหาชน),Steel,Basic Materials,1032000000.0,0.076,1.29,
CI,บริษัท ชาญอิสสระ ดีเวล็อปเมนท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,352062752.0,-0.041,0.33,
CIG,บริษัท ซี.ไอ.กรุ๊ป จำกัด (มหาชน),Electrical Equipment & Parts,Industrials,112097328.0,0.568,0.03,
CIMBT,ธนาคาร ซีไอเอ็มบี ไทย จำกัด (มหาชน),Banks - Regional,Financial Services,12884237312.0,-0.115,0.37,10.81
CITY,บริษัท ซิตี้ สตีล จำกัด (มหาชน),Metal Fabrication,Industrials,435000000.0,-0.095,1.45,
CIVIL,บริษัท ซีวิลเอนจีเนียริง จำกัด (มหาชน),Engineering & Construction,Industrials,651000000.0,0.264,0.93,2.02
CK,บริษัท ช.การช่าง จำกัด (มหาชน),Engineering & Construction,Industrials,28566046720.0,0.198,17.0,2.84
CSR,บริษัท เทพธานีกรีฑา จำกัด (มหาชน),Leisure,Consumer Cyclical,1363250048.0,-0.093,66.5,2.94
CKP,บริษัท ซีเค พาวเวอร์ จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,19673106432.0,-0.01,2.42,3.49
CM,บริษัท เชียงใหม่โฟรเซ่นฟูดส์ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,632701888.0,-0.211,1.66,1.86
CMAN,บริษัท เคมีแมน จำกัด (มหาชน),Specialty Chemicals,Basic Materials,2457600000.0,0.362,2.56,5.64
CMC,บริษัท เจ้าพระยามหานคร จำกัด (มหาชน),Real Estate - Diversified,Real Estate,518040160.0,0.032,0.47,
CMO,บริษัท ซีเอ็มโอ จำกัด (มหาชน),Advertising Agencies,Communication Services,242919664.0,0.402,0.57,
CMR,บริษัท เชียงใหม่รามธุรกิจการแพทย์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,5862419968.0,0.097,1.44,19.16
CNT,บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน),Engineering & Construction,Industrials,1130694528.0,0.547,1.1,3.6
COCOCO,บริษัท ไทย โคโคนัท จำกัด (มหาชน),Packaged Foods,Consumer Defensive,8452499968.0,,5.75,2.0
COLOR,บริษัท สาลี่ คัลเล่อร์ จำกัด (มหาชน),Specialty Chemicals,Basic Materials,600744320.0,,1.02,2.94
COM7,บริษัท คอมเซเว่น จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,55405920256.0,,23.5,4.56
COMAN,บริษัท โคแมนชี่ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Electronics & Computer Distribution,Technology,71985296.0,,0.43,
CPALL,บริษัท ซีพี ออลล์ จำกัด (มหาชน),Grocery Stores,Consumer Defensive,454690668544.0,0.353,51.0,3.19
CPANEL,บริษัท ซีแพนเนล จำกัด (มหาชน),Building Materials,Basic Materials,313302848.0,,1.92,
CPAXT,บริษัท ซีพี แอ็กซ์ตร้า จำกัด (มหาชน),Food Distribution,Consumer Defensive,179355779072.0,0.174,17.2,7.38
CPF,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),Farm Products,Consumer Defensive,159281135616.0,0.041,20.6,2.38
CPH,บริษัท คาสเซ่อร์พีคโฮลดิ้งส์ จำกัด (มหาชน),Apparel Manufacturing,Consumer Cyclical,376000000.0,0.606,9.4,7.77
CSS,บริษัท คอมมิวนิเคชั่น แอนด์ ซิสเต็มส์ โซลูชั่น จำกัด (มหาชน),Electronics & Computer Distribution,Technology,905319104.0,,0.77,10.26
CPI,บริษัท ชุมพรอุตสาหกรรมน้ำมันปาล์ม จำกัด (มหาชน),Farm Products,Consumer Defensive,2277909504.0,0.386,3.6,6.08
CPL,บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน),Footwear & Accessories,Consumer Cyclical,294695680.0,0.191,0.67,
CPN,บริษัท เซ็นทรัลพัฒนา จำกัด (มหาชน),Real Estate - Diversified,Real Estate,307427999744.0,0.507,68.5,3.43
EMPIRE,บริษัท ออริจิ้น โกลบอล เอมไพร์ จำกัด (มหาชน),Building Products & Equipment,Industrials,329800000.0,0.481,0.68,
EP,บริษัท อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),Specialty Business Services,Industrials,1137658624.0,0.245,1.22,
CPNREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ CPN รีเทล โกรท,REIT - Diversified,Real Estate,43090780160.0,0.318,11.9,9.01
CPR,บริษัท ซีพีอาร์ โกมุ อินดัสเตรียล จำกัด (มหาชน),Auto Parts,Consumer Cyclical,573120000.0,-0.159,2.88,1.22
CPW,บริษัท คอปเปอร์ ไวร์ด จำกัด (มหาชน),Electronics & Computer Distribution,Technology,1368000000.0,,2.28,8.19
CRANE,บริษัท ชูไก จำกัด (มหาชน),Rental & Leasing Services,Industrials,333602720.0,0.044,0.44,
CRC,บริษัท เซ็นทรัล รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),Department Stores,Consumer Cyclical,120619999232.0,0.161,20.0,2.91
CRD,บริษัท เชียงใหม่ริมดอย จำกัด (มหาชน),Engineering & Construction,Industrials,175000000.0,-0.562,0.35,
CREDIT,ธนาคารไทยเครดิต จำกัด (มหาชน),Banks - Regional,Financial Services,22844524544.0,0.296,18.5,3.17
CSC,บริษัท ฝาจีบ จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,2353035008.0,0.129,45.25,6.45
CTARAF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์โรงแรมและรีสอร์ทในเครือฯ,,,1523200128.0,0.055,4.76,
CTW,บริษัท จรุงไทยไวร์แอนด์เคเบิ้ล จำกัด (มหาชน),Electrical Equipment & Parts,Industrials,1193718784.0,0.156,3.0,1.67
CV,บริษัท โคลเวอร์ เพาเวอร์ จำกัด (มหาชน),Utilities - Renewable,Utilities,25647054.0,0.556,0.03,
CWT,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),Auto Parts,Consumer Cyclical,567104832.0,0.531,0.9,
D,บริษัท เดนทัล คอร์ปอเรชั่น จำกัด (มหาชน),Medical Care Facilities,Healthcare,999211136.0,-0.431,2.92,7.09
DCC,บริษัท ไดนาสตี้เซรามิค จำกัด (มหาชน),Building Products & Equipment,Industrials,11163002880.0,0.208,1.23,3.2
DCON,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),Building Materials,Basic Materials,1292721664.0,0.48,0.24,1.2
DDD,บริษัท ดู เดย์ ดรีม จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,1961510144.0,0.038,6.2,2.79
DELTA,บริษัทเดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),Electrical Equipment & Parts,Industrials,3567511404544.0,0.655,286.0,0.22
DEMCO,บริษัท เด็มโก้ จำกัด (มหาชน),Engineering & Construction,Industrials,1787329408.0,0.694,2.38,
DEXON,บริษัท เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),Oil & Gas Equipment & Services,Energy,500324992.0,1.147,1.05,5.83
DHOUSE,บริษัท ดีเฮ้าส์พัฒนา จำกัด (มหาชน),Real Estate - Development,Real Estate,344533344.0,-0.296,0.38,
EPG,บริษัท อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),Specialty Chemicals,Basic Materials,10752000000.0,0.163,3.84,3.59
ERW,บริษัท ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),Lodging,Consumer Cyclical,15149480960.0,,3.1,2.19
ESTAR,บริษัท อีสเทอร์น สตาร์ เรียล เอสเตท จำกัด (มหาชน),Real Estate - Development,Real Estate,1104894208.0,0.407,0.22,5.26
ETC,บริษัท เอิร์ธ เท็ค เอนไวรอนเมนท์ จำกัด (มหาชน),Utilities - Renewable,Utilities,1388800000.0,0.716,0.62,7.62
ETE,บริษัท บูรพา เทคนิคอล เอ็นจิเนียริ่ง จำกัด (มหาชน),Conglomerates,Industrials,324800000.0,0.463,0.58,
ETL,บริษัท ยูโรเอเชีย โทเทิล โลจิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,322400000.0,1.82,0.52,
EURO,บริษัท ยูโร ครีเอชั่นส์ จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,1372499968.0,-0.21,4.5,5.48
EVER,บริษัท เอเวอร์แลนด์ จำกัด (มหาชน),Real Estate - Development,Real Estate,242739328.0,0.128,0.05,
F&D,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),,,881214976.0,0.031,50.0,
DIMET,บริษัท ไดเมท (สยาม) จำกัด (มหาชน),Specialty Chemicals,Basic Materials,134550128.0,-0.513,0.05,
DITTO,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),Information Technology Services,Technology,8535137280.0,-0.344,12.3,3.97
DMT,บริษัท ทางยกระดับดอนเมือง จำกัด (มหาชน),Infrastructure Operations,Industrials,13111684096.0,0.473,11.1,7.86
DOD,บริษัท ดีโอดี ไบโอเทค จำกัด (มหาชน),Packaged Foods,Consumer Defensive,869299520.0,0.797,1.93,2.48
DOHOME,บริษัท ดูโฮม จำกัด (มหาชน),Home Improvement Retail,Consumer Cyclical,12653491200.0,0.104,3.74,0.11
DPAINT,บริษัท สีเดลต้า จำกัด (มหาชน),Specialty Chemicals,Basic Materials,165600000.0,0.184,0.72,
DREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดุสิตธานี,REIT - Hotel & Motel,Real Estate,3593075200.0,-0.007,5.05,7.45
DRT,บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน),Building Products & Equipment,Industrials,4011443712.0,0.235,4.94,6.21
DTCENT,บริษัท ดี.ที.ซี. เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Scientific & Technical Instruments,Technology,1249985664.0,0.591,0.95,6.27
DTCI,บริษัท ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),Business Equipment & Supplies,Industrials,200000000.0,0.195,20.0,
DUSIT,บริษัท ดุสิตธานี จำกัด (มหาชน),Lodging,Consumer Cyclical,9382664192.0,,11.1,
DV8,บริษัท ดีวี8 จำกัด (มหาชน),Broadcasting,Communication Services,7266260480.0,0.977,4.48,
EA,บริษัท พลังงานบริสุทธิ์ จำกัด (มหาชน),Utilities - Renewable,Utilities,21240649728.0,0.642,2.86,
EASON,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),Specialty Chemicals,Basic Materials,581504256.0,0.033,1.08,5.56
EAST,บริษัท ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),Credit Services,Financial Services,1198411648.0,0.074,0.72,2.63
EASTW,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),Utilities - Regulated Water,Utilities,4591881728.0,0.51,2.76,0.35
ECF,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,57287124.0,-0.564,0.05,
EFORL,บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),Medical Distribution,Healthcare,559786816.0,-0.014,0.14,
EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,63175798784.0,0.311,120.0,5.26
EKH,บริษัท เอกชัยการแพทย์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,4080000000.0,-0.065,5.1,16.5
EMC,บริษัท อีเอ็มซี จำกัด (มหาชน),Engineering & Construction,Industrials,251412656.0,-0.18,0.02,
FANCY,บริษัท แฟนซีวู๊ด อินดัสตรีส จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,184500000.0,0.122,0.3,
FE,บริษัท ฟาร์อีสท์ เฟมไลน์ ดีดีบี จำกัด (มหาชน),Advertising Agencies,Communication Services,1455949952.0,0.18,185.0,6.49
FLOYD,บริษัท ฟลอยด์ จำกัด (มหาชน),Engineering & Construction,Industrials,502220448.0,0.241,1.13,8.7
FM,บริษัท ฟู้ดโมเม้นท์ จำกัด (มหาชน),Farm Products,Consumer Defensive,3793258752.0,,3.84,8.97
FMT,บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),Metal Fabrication,Industrials,1075200000.0,,22.4,4.42
FN,บริษัท เอฟเอ็น แฟคตอรี่ เอ๊าท์เลท จำกัด (มหาชน),Apparel Retail,Consumer Cyclical,450000000.0,-0.062,0.45,
FNS,บริษัท เอฟเอ็นเอส โฮลดิ้งส์ จำกัด (มหาชน),Asset Management,Financial Services,465605504.0,0.361,0.93,
FORTH,บริษัท ฟอร์ท คอร์ปอเรชั่น จำกัด (มหาชน),Conglomerates,Industrials,7529766912.0,0.12,8.05,
FPI,บริษัท ฟอร์จูน พาร์ท อินดัสตรี้ จำกัด (มหาชน),Auto Parts,Consumer Cyclical,2708323328.0,0.209,1.79,4.47
FPT,บริษัท เฟรเซอร์ส พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด (มหาชน),Real Estate - Development,Real Estate,14843373568.0,0.051,6.4,4.92
FSMART,บริษัท ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน),Telecom Services,Communication Services,5159017984.0,-0.161,6.85,5.56
FSX,บริษัท ฟินันเซีย เอกซ์ จำกัด (มหาชน),Capital Markets,Financial Services,1389892992.0,,1.22,
FTE,บริษัท ไฟร์เทรดเอ็นจิเนียริ่ง จำกัด (มหาชน),Security & Protection Services,Industrials,1253999872.0,0.015,1.9,9.23
FTI,บริษัท ฟังก์ชั่น อินเตอร์เนชั่นแนล จำกัด (มหาชน),Pollution & Treatment Controls,Industrials,738000000.0,0.545,1.64,7.23
GLAND,บริษัท แกรนด์ คาแนล แลนด์ จำกัด (มหาชน),Real Estate Services,Real Estate,4809873920.0,-0.172,0.74,3.38
