symbol,company_name,industry_group,sector,market_cap,beta,current_price,dividend_yield
FTREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์เพื่ออุตสาหกรรม เฟรเซอร์ส พร็อพเพอร์ตี้,REIT - Industrial,Real Estate,37758951424.0,0.441,11.5,6.59
FUTURERT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ฟิวเจอร์ซิตี้,REIT - Retail,Real Estate,4872008192.0,,9.2,18.74
FVC,บริษัท ฟิลเตอร์ วิชั่น จำกัด (มหาชน),Pollution & Treatment Controls,Industrials,920166976.0,0.13,0.42,4.76
GABLE,บริษัท จีเอเบิล จำกัด (มหาชน),Information Technology Services,Technology,2814086144.0,0.413,4.02,7.8
GAHREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ โฮสพีทาลิตี้,REIT - Hotel & Motel,Real Estate,824849984.0,0.009,4.7,13.66
GBX,บริษัท โกลเบล็ก โฮลดิ้ง แมนเนจเม้นท์ จำกัด (มหาชน),Capital Markets,Financial Services,631664256.0,0.054,0.58,0.65
GC,บริษัท โกลบอล คอนเน็คชั่นส์ จำกัด (มหาชน),Specialty Chemicals,Basic Materials,1962399488.0,0.027,4.46,9.82
GEL,บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน),Building Materials,Basic Materials,344481952.0,1.477,0.04,
GENCO,บริษัทบริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด(มหาชน),Waste Management,Industrials,277177216.0,0.339,0.25,
GFC,บริษัท เจเนซีส เฟอร์ทิลีตี เซ็นเตอร์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,655600000.0,,2.98,4.22
GFPT,บริษัท จีเอฟพีที จำกัด (มหาชน),Packaged Foods,Consumer Defensive,12036682752.0,0.018,9.6,2.05
GGC,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),Chemicals,Basic Materials,3050526720.0,0.188,2.98,3.36
GJS,บริษัท จี เจ สตีล จำกัด (มหาชน),Steel,Basic Materials,2548713472.0,0.112,0.1,
GLOBAL,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),Home Improvement Retail,Consumer Cyclical,41734873088.0,0.059,7.45,2.38
GLORY,บริษัท รุ่งเรืองตลอดไป จำกัด (มหาชน),Publishing,Communication Services,170404352.0,0.065,0.63,
GPI,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Advertising Agencies,Communication Services,990000000.0,0.205,1.65,10.12
GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),Utilities - Regulated Electric,Utilities,111379308544.0,0.723,39.5,4.37
GRAMMY,บริษัท จีเอ็มเอ็ม แกรมมี่ จำกัด (มหาชน),Entertainment,Communication Services,3361794048.0,0.053,4.1,
KBS,บริษัท น้ำตาลครบุรี จำกัด (มหาชน),Confectioners,Consumer Defensive,3590000128.0,0.451,6.0,8.26
GRAND,บริษัท แกรนด์ แอสเสท โฮเทลส์ แอนด์ พรอพเพอร์ตี้ จำกัด(มหาชน),Lodging,Consumer Cyclical,280233600.0,0.116,0.03,
GREEN,บริษัท กรีน รีซอร์สเซส จำกัด (มหาชน),Utilities - Renewable,Utilities,498995072.0,-0.292,0.61,
GROREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ รอยัล ออคิด โฮสพีทาลิตี้ ที่มีข้อตกลงในการซื้อคืน,REIT - Hotel & Motel,Real Estate,2504249856.0,-0.018,7.95,6.96
ICC,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),Apparel Retail,Consumer Cyclical,12250000384.0,0.199,24.5,2.8
ICHI,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,18979999744.0,0.262,14.6,8.11
GTB,บริษัท เจตาแบค จำกัด (มหาชน),Specialty Industrial Machinery,Industrials,672000000.0,-0.057,0.7,7.04
GTV,บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,656547776.0,0.479,0.05,
GULF,บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,866510569472.0,,58.0,1.69
GUNKUL,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,19955736576.0,0.55,2.32,3.23
GVREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,REIT - Office,Real Estate,5377679872.0,0.385,6.6,10.72
GYT,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),Auto Parts,Consumer Cyclical,1531800064.0,-0.1,207.0,3.85
HANA,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),Electronic Components,Technology,16999040000.0,1.125,19.2,4.12
HANN,บริษัท โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล จำกัด (มหาชน),Medical Care Facilities,Healthcare,593599936.0,,1.06,
HARN,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),Security & Protection Services,Industrials,1168999936.0,-0.01,2.0,5.94
HEALTH,บริษัท เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,160618592.0,-0.625,0.38,
HENG,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),Credit Services,Financial Services,3619499776.0,0.116,0.95,2.65
HFT,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),Auto Parts,Consumer Cyclical,2752255232.0,0.415,4.18,6.37
HL,บริษัท เฮลท์ลีด จำกัด (มหาชน),Medical Distribution,Healthcare,1878662144.0,0.273,7.05,3.1
HMPRO,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),Home Improvement Retail,Consumer Cyclical,92742647808.0,0.332,7.15,6.07
HPT,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,225106992.0,0.011,0.34,6.37
HTC,บริษัท หาดทิพย์ จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,6390543872.0,0.294,15.9,5.59
HTECH,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),Tools & Accessories,Industrials,834000960.0,0.04,2.78,7.09
HUMAN,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),Software - Application,Technology,4348206592.0,0.351,5.2,5.82
HYDRO,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),Engineering & Construction,Industrials,769823360.0,0.124,2.62,
IND,บริษัท อินเด็กซ์ อินเตอร์เนชั่นแนล กรุ๊ป จำกัด (มหาชน),Engineering & Construction,Industrials,412999968.0,-0.039,1.18,6.03
HYDROGEN,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,REIT - Diversified,Real Estate,1682532096.0,-0.057,8.1,6.42
I2,บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),Information Technology Services,Technology,315000000.0,1.237,0.75,2.78
LTS,บริษัท ไลท์อัพ โทเทิล โซลูชั่น จำกัด (มหาชน),Home Improvement Retail,Consumer Cyclical,563096000.0,,2.36,
ICN,บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน),Telecom Services,Communication Services,1223222784.0,-0.005,1.82,8.11
IFS,บริษัท ไอเอฟเอส แคปปิตอล (ประเทศไทย) จำกัด (มหาชน),Credit Services,Financial Services,1036349888.0,-0.081,2.1,4.86
IHL,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน),Auto Parts,Consumer Cyclical,906992576.0,0.233,1.53,6.41
IIG,บริษัท ไอแอนด์ไอ กรุ๊ป จำกัด (มหาชน),Information Technology Services,Technology,170259712.0,0.208,1.38,
III,บริษัท ทริพเพิล ไอ โลจิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,3120190464.0,0.709,4.06,7.25
ILINK,บริษัท อินเตอร์ลิ้งค์ คอมมิวนิเคชั่น จำกัด (มหาชน),Communication Equipment,Technology,2642053120.0,-0.044,4.86,8.54
ILM,บริษัท อินเด็กซ์ ลิฟวิ่งมอลล์ จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,7221499904.0,0.506,14.3,6.8
KC,บริษัท เค.ซี. พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate - Development,Real Estate,103509744.0,-0.073,0.02,
IMH,บริษัท โรงพยาบาลอินเตอร์เมดิคัล แคร์ แอนด์ แล็บ จำกัด (มหาชน),Medical Care Facilities,Healthcare,706265344.0,0.535,2.98,
IMPACT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์อิมแพ็คโกรท,REIT - Specialty,Real Estate,16603999232.0,0.279,11.2,6.67
INET,บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน),Information Technology Services,Technology,2339222016.0,-0.122,3.92,2.96
INETREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ไอเน็ต,REIT - Specialty,Real Estate,6361282560.0,0.261,12.5,6.43
INGRS,บริษัท อิงเกรส อินดัสเตรียล (ไทยแลนด์) จำกัด (มหาชน),Auto Parts,Consumer Cyclical,419613376.0,0.389,0.29,7.67
INOX,บริษัท โพสโค-ไทยน๊อคซ์ จำกัด (มหาชน),Steel,Basic Materials,3040326400.0,0.45,0.39,5.61
INSET,บริษัท อินฟราเซท จำกัด (มหาชน),Information Technology Services,Technology,2193761792.0,-0.212,2.72,1.42
INSURE,บริษัท อินทรประกันภัย จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,756000000.0,0.446,63.0,15.87
IP,บริษัท อินเตอร์ ฟาร์มา จำกัด (มหาชน),Biotechnology,Healthcare,2506125824.0,0.44,4.14,
IRC,บริษัท อีโนเว รับเบอร์ (ประเทศไทย) จำกัด (มหาชน),Auto Parts,Consumer Cyclical,2210388480.0,0.077,11.5,4.21
IRCP,บริษัท อินเตอร์เนชั่นแนล รีเสริช คอร์ปอเรชั่น จำกัด (มหาชน),Information Technology Services,Technology,168339984.0,,0.27,
IROYAL,บริษัท อินเตอร์รอแยล เอ็นจิเนียริ่ง จำกัด (มหาชน),Specialty Industrial Machinery,Industrials,1334000000.0,,5.8,
IRPC,บริษัท ไออาร์พีซี จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,27962509312.0,0.799,1.37,0.7
IT,บริษัท ไอที ซิตี้ จำกัด (มหาชน),Electronics & Computer Distribution,Technology,1465595392.0,0.309,4.0,7.0
ITC,บริษัท ไอ-เทล คอร์ปอเรชั่น จำกัด (มหาชน),Packaged Foods,Consumer Defensive,48600002560.0,0.14,16.2,5.33
ITD,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),Engineering & Construction,Industrials,1214369920.0,0.601,0.23,
ITEL,บริษัท อินเตอร์ลิ้งค์ เทเลคอม จำกัด (มหาชน),Telecom Services,Communication Services,1836437120.0,-0.22,1.33,
ITNS,บริษัท อินเตอร์เนชั่นแนล เน็ตเวิร์ค ซิสเต็ม จำกัด (มหาชน),Information Technology Services,Technology,378289984.0,0.494,1.81,8.35
ITTHI,บริษัท อิทธิฤทธิ์ ไนซ์ คอร์ปอเรชั่น จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,364770016.0,-0.419,1.35,7.09
IVF,บริษัท อินสไปร์ ไอวีเอฟ จำกัด (มหาชน),Medical Care Facilities,Healthcare,365200000.0,,0.83,2.89
IVL,บริษัท อินโดรามา เวนเจอร์ส จำกัด (มหาชน),Chemicals,Basic Materials,121274327040.0,0.958,21.6,3.06
J,บริษัท เจเอเอส แอสเซ็ท จำกัด (มหาชน),Real Estate Services,Real Estate,934867712.0,-0.419,0.64,
JAK,บริษัท จักรไพศาล เอสเตท จำกัด (มหาชน),Real Estate - Development,Real Estate,256000000.0,,0.8,6.88
JCK,บริษัท เจซีเค อินเตอร์เนชั่นแนล จำกัด (มหาชน),Real Estate - Development,Real Estate,494357152.0,0.063,0.13,
JCT,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,1130625024.0,0.027,83.75,5.73
JDF,บริษัท เจดีฟู้ด จำกัด (มหาชน),Packaged Foods,Consumer Defensive,1194000000.0,0.283,1.99,9.0
JMART,บริษัท เจมาร์ท กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,11052985344.0,0.122,7.55,3.31
JMT,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส จำกัด (มหาชน),Credit Services,Financial Services,15035317248.0,-0.023,10.3,7.75
JPARK,บริษัท เจนก้องไกล จำกัด (มหาชน),Infrastructure Operations,Industrials,1256000000.0,1.126,3.14,2.96
JR,บริษัท เจ.อาร์.ดับเบิ้ลยู. ยูทิลิตี้ จำกัด (มหาชน),Engineering & Construction,Industrials,1337600000.0,0.153,1.76,3.07
JSP,บริษัท โรงงานเภสัชอุตสาหกรรม เจเอสพี (ประเทศไทย) จำกัด (มหาชน),Packaged Foods,Consumer Defensive,939658304.0,0.52,1.98,5.06
JTS,บริษัท จัสมิน เทคโนโลยี โซลูชั่น จำกัด (มหาชน),Telecom Services,Communication Services,49805238272.0,-0.538,70.5,
JUBILE,บริษัท ยูบิลลี่ เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Luxury Goods,Consumer Cyclical,1307048448.0,0.284,7.5,3.68
K,บริษัท คิงส์เมน ซี.เอ็ม.ที.ไอ. จำกัด (มหาชน),Specialty Business Services,Industrials,545625088.0,0.294,1.08,4.63
KAMART,บริษัท คาร์มาร์ท จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,11651783680.0,,9.15,4.78
KASET,บริษัท ไทยฮา จำกัด (มหาชน),Packaged Foods,Consumer Defensive,169580000.0,-0.032,0.61,
KBANK,ธนาคารกสิกรไทย จำกัด (มหาชน),Banks - Regional,Financial Services,471496196096.0,0.168,199.0,5.97
KCAR,บริษัท กรุงไทยคาร์เร้นท์ แอนด์ ลีส จำกัด (มหาชน),Rental & Leasing Services,Industrials,1250000000.0,0.196,5.0,5.54
KCC,บริษัท ไนท คลับ แคปปิตอล โฮลดิ้ง จำกัด (มหาชน),Asset Management,Financial Services,1459268992.0,0.15,2.36,5.37
KCE,บริษัท เคซีอี อีเลคโทรนิคส์ จำกัด (มหาชน),Electronic Components,Technology,22696101888.0,0.964,19.2,6.15
KCG,บริษัท เคซีจี คอร์ปอเรชั่น จำกัด (มหาชน),Packaged Foods,Consumer Defensive,5286499840.0,-0.062,9.7,5.13
KCM,บริษัท เค.ซี.เมททอลชีท จำกัด (มหาชน),Metal Fabrication,Industrials,108800000.0,0.354,0.16,
KDH,บริษัท ธนบุรี เมดิเคิล เซ็นเตอร์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,1633121024.0,0.158,84.25,3.2
KGEN,บริษัท คิง เจน จำกัด (มหาชน),Railroads,Industrials,2561608960.0,-0.357,1.24,
KGI,บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน),Capital Markets,Financial Services,8843427840.0,0.465,4.44,6.92
KIAT,บริษัท เกียรติธนา ขนส่ง จำกัด (มหาชน),Trucking,Industrials,1071244928.0,0.246,0.35,5.88
KISS,บริษัท โรจูคิส อินเตอร์เนชั่นแนล จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,2059235072.0,0.017,3.52,5.65
KJL,บริษัท กิจเจริญ เอ็นจิเนียริ่ง อีเลคทริค จำกัด (มหาชน),Metal Fabrication,Industrials,1357187072.0,0.115,5.85,8.74
KK,บริษัท เคแอนด์เค ซุปเปอร์สโตร์ เซาท์เทิร์น จำกัด (มหาชน),Grocery Stores,Consumer Defensive,243914960.0,,1.01,1.47
KKP,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),Banks - Regional,Financial Services,62310539264.0,0.213,76.75,7.33
KLINIQ,บริษัท เดอะคลีนิกค์ คลินิกเวชกรรม จำกัด (มหาชน),Personal Services,Consumer Cyclical,5412000256.0,0.159,24.6,5.62
KOOL,บริษัท ซีแอล เวนเจอร์ จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,698880000.0,0.474,0.3,4.17
MCS,บริษัท เอ็ม.ซี.เอส.สตีล จำกัด (มหาชน),Steel,Basic Materials,4555350016.0,0.335,9.55,10.0
NATION,บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน),Publishing,Communication Services,488156448.0,0.418,0.04,
NC,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน),Apparel Retail,Consumer Cyclical,300424800.0,-0.661,1.97,0.47
NCAP,บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน),Credit Services,Financial Services,3806999808.0,0.437,2.82,1.4
NCH,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน),Real Estate - Development,Real Estate,572830528.0,0.371,0.46,
NCL,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,152731472.0,0.428,0.22,
KSL,บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน),Confectioners,Consumer Defensive,5645097984.0,-0.03,1.28,3.01
KTB,ธนาคารกรุงไทย จำกัด (มหาชน),Banks - Regional,Financial Services,475186069504.0,0.192,34.0,10.55
KTBSTMR,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เคทีบีเอสที มิกซ์,REIT - Diversified,Real Estate,1673325056.0,0.064,5.55,10.81
KTC,บริษัท บัตรกรุงไทย จำกัด (มหาชน),Credit Services,Financial Services,83795853312.0,0.193,32.5,5.32
KTIS,บริษัท เกษตรไทย อินเตอร์เนชั่นแนล ชูการ์ คอร์ปอเรชั่น จำกัด (มหาชน),Confectioners,Consumer Defensive,7334000128.0,-0.041,1.9,2.53
KTMS,บริษัท เคที เมดิคอล เซอร์วิส จำกัด (มหาชน),Medical Care Facilities,Healthcare,597000000.0,,1.99,0.63
KUMWEL,บริษัท คัมเวล คอร์ปอเรชั่น จำกัด (มหาชน),Security & Protection Services,Industrials,494500000.0,-0.067,1.15,5.31
KUN,บริษัท วิลล่า คุณาลัย จำกัด (มหาชน),Real Estate - Development,Real Estate,573568960.0,0.222,0.7,1.35
KWC,บริษัท กรุงเทพโสภณ จำกัด (มหาชน),Real Estate Services,Real Estate,1674000000.0,0.0,279.0,4.12
KWI,บริษัท เคดับบลิวไอ จำกัด (มหาชน),Insurance - Diversified,Financial Services,116058992.0,0.207,0.04,
KWM,บริษัท เค. ดับบลิว. เม็ททัล เวิร์ค จำกัด (มหาชน),Farm & Heavy Construction Machinery,Industrials,449461856.0,0.431,0.92,7.37
KYE,บริษัท กันยงอีเลคทริก จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,5742000128.0,0.184,290.0,6.1
L&E,บริษัท ไลท์ติ้ง แอนด์ อีควิปเมนท์ จำกัด (มหาชน),,,526482816.0,-0.021,1.07,
LALIN,บริษัท ลลิล พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate - Development,Real Estate,4439997440.0,0.258,4.8,6.25
LANNA,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน),Thermal Coal,Energy,7874995200.0,-0.15,15.0,6.67
LDC,บริษัท แอลดีซี เด็นทัล จำกัด (มหาชน),Medical Care Facilities,Healthcare,174000000.0,,0.29,
LEE,บริษัท ลีพัฒนาผลิตภัณฑ์ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,2465640704.0,0.19,2.7,7.35
LEO,บริษัท ลีโอ โกลบอล โลจิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,604915584.0,0.515,1.92,3.08
LH,บริษัทแลนด์แอนด์เฮ้าส์ จำกัด (มหาชน),Real Estate - Development,Real Estate,49949798400.0,0.312,4.18,6.88
LHFG,บริษัท แอล เอช ไฟแนนซ์เชียล กรุ๊ป จำกัด (มหาชน),Banks - Regional,Financial Services,21395496960.0,-0.006,1.01,8.82
LHK,บริษัท โลหะกิจ เม็ททอล จำกัด (มหาชน),Steel,Basic Materials,1302200064.0,0.103,3.4,7.27
LHSC,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ แอล เอช ช้อปปิ้ง เซ็นเตอร์,REIT - Diversified,Real Estate,10970713088.0,0.238,14.1,18.33
LIT,บริษัท ลีซ อิท จำกัด (มหาชน),Credit Services,Financial Services,323339840.0,-0.039,0.73,
LOXLEY,บริษัท ล็อกซเล่ย์ จำกัด (มหาชน),Conglomerates,Industrials,3465380864.0,,1.53,5.16
LPH,บริษัท โรงพยาบาล ลาดพร้าว จำกัด (มหาชน),Medical Care Facilities,Healthcare,2692800000.0,0.056,3.74,10.58
LPN,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,2226539520.0,0.388,1.58,6.13
LRH,บริษัท ลากูน่า รีสอร์ท แอนด์ โฮเท็ล จำกัด (มหาชน),Lodging,Consumer Cyclical,5625541120.0,,33.75,4.15
LST,บริษัท ล่ำสูง (ประเทศไทย) จำกัด (มหาชน),Farm Products,Consumer Defensive,3903200256.0,0.134,4.76,4.6
LTMH,บริษัท แอลทีเอ็มเอช จำกัด (มหาชน),Advertising Agencies,Communication Services,896000000.0,,4.48,3.21
M,บริษัท เอ็มเค เรสโตรองต์ กรุ๊ป จำกัด (มหาชน),Restaurants,Consumer Cyclical,19608729600.0,0.494,21.7,4.48
MADAME,บริษัท มาดาม ไบโอไซเอนซ์ จํากัด (มหาชน),Packaged Foods,Consumer Defensive,460451040.0,-0.012,0.57,
MAGURO,บริษัท มากุโระ กรุ๊ป จำกัด (มหาชน),Restaurants,Consumer Cyclical,2923200000.0,,23.2,2.97
MANRIN,บริษัท แมนดารินโฮเต็ล จำกัด (มหาชน),Lodging,Consumer Cyclical,632281152.0,0.122,23.5,1.06
MASTEC,บริษัท แมสเทค ลิ้งค์ จำกัด (มหาชน),Industrial Distribution,Industrials,387000000.0,,1.29,10.69
MASTER,บริษัท มาสเตอร์ สไตล์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,3137801984.0,1.048,10.4,3.64
MATCH,บริษัท แม็ทชิ่ง แม็กซิไมซ์ โซลูชั่น จำกัด (มหาชน),Entertainment,Communication Services,773812480.0,0.14,0.99,
MATI,บริษัท มติชน จำกัด (มหาชน),Publishing,Communication Services,619066304.0,-0.043,3.34,2.99
MBAX,บริษัท มัลติแบกซ์ จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,363762976.0,0.222,1.83,5.46
MBK,บริษัท เอ็ม บี เค จำกัด (มหาชน),Conglomerates,Industrials,28091731968.0,-0.061,20.1,5.85
MC,บริษัท แม็คกรุ๊ป จำกัด (มหาชน),Apparel Manufacturing,Consumer Cyclical,9107999744.0,0.14,11.5,8.74
MCA,บริษัท มาร์เก็ต คอนเน็กชั่นส์ เอเชีย จำกัด (มหาชน),Advertising Agencies,Communication Services,255300000.0,1.413,1.11,3.79
MCOT,บริษัท อสมท จำกัด (มหาชน),Broadcasting,Communication Services,4500499968.0,0.171,6.55,
MDX,บริษัท เอ็ม ดี เอ็กซ์ จำกัด (มหาชน),Real Estate - Development,Real Estate,1227030272.0,0.263,2.58,
MEB,บริษัท เมพ คอร์ปอเรชั่น จำกัด (มหาชน),Software - Application,Technology,4290000128.0,,14.3,7.59
MEDEZE,บริษัท เมดีซ กรุ๊ป จำกัด (มหาชน),Medical Care Facilities,Healthcare,6995400192.0,,6.55,3.58
MEGA,บริษัท เมก้า ไลฟ์ไซแอ็นซ์ จำกัด (มหาชน),Drug Manufacturers - Specialty & Generic,Healthcare,31169335296.0,0.272,35.75,4.38
MENA,บริษัท มีนาทรานสปอร์ต จำกัด (มหาชน),Trucking,Industrials,557840000.0,0.22,0.76,1.9
META,บริษัท เมตะ คอร์ปอเรชั่น จำกัด (มหาชน),Utilities - Renewable,Utilities,122779632.0,-0.154,0.04,
METCO,บริษัทมูราโมโต้ อีเล็คตรอน (ประเทศไทย) จำกัด (มหาชน),Electronic Components,Technology,5705154048.0,0.426,273.0,10.91
MFC,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),Asset Management,Financial Services,3002215424.0,0.294,23.9,5.17
MFEC,บริษัท เอ็ม เอฟ อี ซี จำกัด (มหาชน),Information Technology Services,Technology,2582503424.0,0.211,5.85,8.47
MGC,บริษัท มิลเลนเนียม กรุ๊ป คอร์ปอเรชั่น (เอเชีย) จำกัด (มหาชน),Auto & Truck Dealerships,Consumer Cyclical,4967547904.0,,4.46,5.46
MOTHER,บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,343200000.0,,1.2,
MPJ,บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,800000000.0,,4.0,8.33
MRDIYT,บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,54454730752.0,,9.05,1.18
MSC,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน),Electronics & Computer Distribution,Technology,2681999872.0,0.068,7.45,4.67
MST,บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน),Capital Markets,Financial Services,3938620416.0,0.0,6.9,4.14
MTC,บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน),Credit Services,Financial Services,75260002304.0,0.539,35.5,0.78
NCP,บริษัท ไนซ์ คอล จำกัด (มหาชน),Specialty Business Services,Industrials,187200000.0,,1.04,10.42
MGT,บริษัท เมกาเคม (ประเทศไทย) จำกัด (มหาชน),Specialty Chemicals,Basic Materials,720000000.0,0.166,1.8,4.7
MICRO,บริษัท ไมโครลิสซิ่ง จำกัด (มหาชน),Credit Services,Financial Services,869550016.0,0.478,0.93,2.76
MIDA,บริษัท ไมด้า แอสเซ็ท จำกัด (มหาชน),Credit Services,Financial Services,626024576.0,0.289,0.25,
MILL,บริษัท มิลล์คอน สตีล จำกัด (มหาชน),Steel,Basic Materials,473544704.0,-0.143,0.05,
MINT,บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),Lodging,Consumer Cyclical,136646451200.0,0.332,24.1,2.69
MITSIB,บริษัท มิตรสิบ ลิสซิ่ง จำกัด (มหาชน),Auto & Truck Dealerships,Consumer Cyclical,768677760.0,,0.56,3.39
MJD,บริษัท เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,326956544.0,0.185,0.38,
MJLF,กองทุนรวมสิทธิการเช่าอสังหาฯ เมเจอร์ ซีนีเพล็กซ์ ไลฟ์สไตส์,,,1716000000.0,0.28,5.2,
MK,บริษัท มั่นคงเคหะการ จำกัด (มหาชน),Real Estate - Development,Real Estate,811798464.0,-0.017,0.57,
